Test ID,Release,Module,Submodule / Area,Requirement,Why it matters,Source document,Source section / Test ID,Test type,Priority,Criticality,Fixture / Input,Expected result,Actual result,Status,Bug ID,Evidence,Checked by,Checked at,Developer comment,QA comment,Retest result,Retest date,Notes,Release Gate,Block reason
CP-010,1.0,05 Client Profile,Занятость,Maternity/leave не превращает прежнюю зарплату в текущий accepted income,Статус занятости и банковское принятие дохода разделены.,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21(2).docx,§6/§10; CP-010,BOUNDARY,P1,HIGH,employment_status=MATERNITY_LEAVE,Прежняя salary не получает current accepted status; факт отпуска видим отдельно.,,NOT_TESTED,,,,,,,,,,RG6;RG8,
CP-011,1.0,05 Client Profile,Доходы,"Declared, verified и bank accepted income не смешиваются",Анкета не применяет банковские правила.,00_CASA_Pro_MASTER_v1.2.docx; 04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21(2).docx,MASTER §13; CP §7; CP-011–CP-012,DATA,P0,CRITICAL,Salary без/с evidence,Без evidence status=DECLARED; с allowed evidence=VERIFIED; bank_accepted_income отсутствует.,,NOT_TESTED,,,,,,,,,,RG6;RG8,
CP-013,1.0,05 Client Profile,Доходы,Оборот бизнеса не смешивается с доходом,Business amount требует собственной семантики/evidence.,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21(2).docx,§7; CP-013,DATA,P1,HIGH,Business turnover + tax evidence,BUSINESS income отдельным source; turnover/verified income не слиты.,,NOT_TESTED,,,,,,,,,,RG6,
CP-016,1.0,05 Client Profile,UNKNOWN,Unknown income amount остаётся UNKNOWN,Неизвестное не равно отсутствующему доходу.,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21(2).docx,§7/§11; CP-016,BOUNDARY,P0,CRITICAL,Income amount unknown,amount=null/status=UNKNOWN; не 0 и не false.,,NOT_TESTED,,,,,,,,,,RG6;RG8,
CP-017,1.0,05 Client Profile,Первоначальный взнос,Declared down payment сверяется с sources,Верхнеуровневый ответ должен иметь происхождение.,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21(2).docx,§4/§9; CP-017–CP-018,CALCULATION,P0,CRITICAL,Target 5m; sources 5m / 3m,"5m=5m → reconciliation PASS; 5m vs 3m → UNRECONCILED gap 2m, не скрытый 0.",,NOT_TESTED,,,,,,,,,,RG6;RG8,
CP-019,1.0,05 Client Profile,Активы и ПВ,Asset не становится первоначальным взносом автоматически,Стоимость имущества не равна доступным денежным средствам.,00_CASA_Pro_MASTER_v1.2.docx; 04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21(2).docx,MASTER §13; CP §8–9; CP-019,BOUNDARY,P0,CRITICAL,Asset value 30m без source mechanism,Asset не входит в cash down payment; нужен отдельный down_payment_source.,,NOT_TESTED,,,,,,,,,,RG6;RG8,
CP-020,1.0,05 Client Profile,Активы и ПВ,Продажа актива хранится отдельным источником ПВ,"Нужны механизм, сумма и дата доступности.",04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21(2).docx,§9; CP-020,DATA,P1,HIGH,ASSET_SALE,Asset link + expected/actual proceeds + available_date + status/evidence.,,NOT_TESTED,,,,,,,,,,RG6,
CP-021,1.0,05 Client Profile,Активы и ПВ,Дополнительный залог не прибавляется к денежному ПВ,Залог и деньги имеют разную природу.,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21(2).docx,§9; CP-021,BOUNDARY,P0,CRITICAL,ADDITIONAL_COLLATERAL,Сохранён отдельно; не входит в declared/verified/available cash totals.,,NOT_TESTED,,,,,,,,,,RG6;RG8,
CP-024,1.0,05 Client Profile,Доступность ПВ,Будущий источник не считается доступным сейчас,Дата доступности влияет на объективную сумму.,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21(2).docx,§9; CP-024–CP-025,BOUNDARY,P1,HIGH,available_date after snapshot / restricted source,Future source → future_available_total; restricted/unavailable не входит в usable total.,,NOT_TESTED,,,,,,,,,,RG6,
CP-026,1.0,05 Client Profile,Кредиты,Кредиты из published Credit History read-only и не дублируются,Ручной повторный ввод создаёт двойную нагрузку.,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21(2).docx,§12; CP-026,INTEGRATION,P0,CRITICAL,Published CH snapshot,Раздел кредитов read-only с source link; manual duplicate entry отсутствует; non-credit commitment отдельно.,,NOT_TESTED,,,,,,,,,,RG6;RG11,
CP-028,1.0,05 Client Profile,Обязательства,UNKNOWN obligation не становится нулём,Неизвестная сумма обязательства может изменить расчёт.,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21(2).docx,§10/§11; CP-028,BOUNDARY,P0,CRITICAL,Non-credit commitment amount unknown,UNKNOWN status/amount=null; не 0; quality/missing reason видимы.,,NOT_TESTED,,,,,,,,,,RG6;RG8,
CP-029,1.0,05 Client Profile,Версионность,Изменение upstream snapshot требует rebuild профиля,Профиль не должен ссылаться на устаревшие кредиты/пенсионные.,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21(2).docx,§11/§14; CP-029,INTEGRATION,P0,CRITICAL,Новый Credit History snapshot,Старый profile snapshot SUPERSEDED/NEEDS_REBUILD; новая версия использует новый snapshot_id/hash.,,NOT_TESTED,,,,,,,,,,RG6;RG11,
CP-030,1.0,05 Client Profile,Correction,Исправление verified field создаёт revision с аудитом,Исходный факт нельзя стирать.,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21(2).docx,§11; CP-030,AUDIT,P0,CRITICAL,Broker edits verified amount,New revision + actor/reason/time/evidence; source fact preserved; dependent completeness recalculated.,,NOT_TESTED,,,,,,,,,,RG6;RG7;RG11,
CP-031,1.0,05 Client Profile,Конфликт источников,Конфликт не разрешается системой молча,Скрытый приоритет может выбрать неверный факт.,00_CASA_Pro_MASTER_v1.2.docx; 04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21(2).docx,MASTER §13; CP §2/§11; CP-031,NEGATIVE,P0,CRITICAL,Два источника дают разные значения,field status=CONFLICT; оба facts/dates/evidence видимы; требуется review; winner не выбран автоматически.,,NOT_TESTED,,,,,,,,,,RG6;RG8,
CP-032,1.0,05 Client Profile,Completeness,Неполный профиль сохраняет явные UNKNOWN без зелёного банковского результата,Недостаток данных нельзя скрывать.,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21(2).docx,§13; CP-032,BOUNDARY,P0,CRITICAL,Missing optional/required values with reason,Publish только по gate policy; unknown_fields/reasons сохранены; никаких bank verdicts.,,NOT_TESTED,,,,,,,,,,RG6;RG8,
CP-033,1.0,05 Client Profile,Tenant isolation,Другой tenant не читает профиль,Client profile содержит чувствительные финансовые данные.,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21(2).docx,§17; CP-033,SECURITY,P0,CRITICAL,Cross-tenant profile request,403/RLS без утечки данных/существования; audit recorded.,,NOT_TESTED,,,,,,,,,,RG6;RG12,
CP-034,1.0,05 Client Profile,Snapshot,Client Profile snapshot immutable и replayable,Downstream должен получать стабильный подтверждаемый профиль.,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21(2).docx,§14; CP-034,AUDIT,P0,CRITICAL,Published profile snapshot,"Immutable payload; snapshot_id/hash; replay воспроизводит participants, sources, statuses и quality.",,NOT_TESTED,,,,,,,,,,RG6;RG11,
AT-CP-UI-001,1.0,05 Client Profile,UX provenance,Источник каждого автозаполненного значения доступен,"Брокер должен понимать, откуда взялись ИИН, кредит и пенсионный факт.",00_CASA_Pro_MASTER_v1.2.docx; 04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21(2).docx,MASTER §13/§18; CP §2/§15,UX,P0,CRITICAL,Autofilled IIN/CH/Pension facts,Source badge + date/quality + «посмотреть доказательство»; auto field read-only до correction mode.,,NOT_TESTED,,,,,,,,,,RG6;RG7;RG9,
AT-CP-SUITE-001,1.0,05 Client Profile,Regression suite,CP-001…CP-035 и CPG-01…CPG-08 трассируются и выполняются,Definition of Done требует полный набор сценариев профиля.,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21(2).docx,§13/§17–19; CP-001–CP-035; CPG-01–CPG-08,REGRESSION,P0,CRITICAL,Client Profile regression suite,Все применимые CP tests PASS; source data не дублируются; bank acceptance/verdict отсутствуют.,,NOT_TESTED,,,,,,,,,,RG6;RG12,
AT-CALC-001,1.0,06 Financial Calculations,Каталог формул,Для каждого показателя утверждена точная формула,Без формулы результат нельзя воспроизвести.,00_CASA_Pro_MASTER_v1.2.docx,§7 модуль 06; §20; §21 п.10; §23 C-07,CALCULATION,P0,CRITICAL,CALCULATION_SPEC_REQUIRED,Утверждённый Calculation Engine Spec/каталог формул; exact expression и formula_version для каждого показателя.,,BLOCKED,,,,,,,,,Точная формула/actual не заполняются в этой матрице.,RG10;RG11;RG12,CALCULATION_SPEC_REQUIRED
AT-CALC-002,1.0,06 Financial Calculations,Входные поля,Для каждой формулы утверждён список допустимых входов,Нельзя подставлять данные по догадке.,00_CASA_Pro_MASTER_v1.2.docx,§7 модуль 06; §20; §21 п.10; §23 C-07,CALCULATION,P0,CRITICAL,CALCULATION_SPEC_REQUIRED,"Input paths, типы, nullable/presence semantics и обязательность определены.",,BLOCKED,,,,,,,,,Точная формула/actual не заполняются в этой матрице.,RG10;RG11;RG12,CALCULATION_SPEC_REQUIRED
AT-CALC-003,1.0,06 Financial Calculations,Происхождение входов,Каждый расчёт хранит source snapshot IDs/hash,Расчёт должен вести к подтверждённому факту.,00_CASA_Pro_MASTER_v1.2.docx,§7 модуль 06; §20; §21 п.10; §23 C-07,CALCULATION,P0,CRITICAL,CALCULATION_SPEC_REQUIRED,"В результате есть exact input IDs, source, status и evidence references.",,BLOCKED,,,,,,,,,Точная формула/actual не заполняются в этой матрице.,RG10;RG11;RG12,CALCULATION_SPEC_REQUIRED
AT-CALC-004,1.0,06 Financial Calculations,UNKNOWN,Утверждена работа формул с UNKNOWN/blank/zero/NA,Неизвестность не должна становиться нулём.,00_CASA_Pro_MASTER_v1.2.docx,§7 модуль 06; §20; §21 п.10; §23 C-07,CALCULATION,P0,CRITICAL,CALCULATION_SPEC_REQUIRED,Для каждого состояния определён result/status/block reason; no silent partial sum.,,BLOCKED,,,,,,,,,Точная формула/actual не заполняются в этой матрице.,RG10;RG11;RG12,CALCULATION_SPEC_REQUIRED
AT-CALC-005,1.0,06 Financial Calculations,Округление,Утверждены точность и правила округления,Разные округления дают разные результаты.,00_CASA_Pro_MASTER_v1.2.docx,§7 модуль 06; §20; §21 п.10; §23 C-07,CALCULATION,P0,CRITICAL,CALCULATION_SPEC_REQUIRED,"Decimal precision, rounding mode и stage каждого округления зафиксированы.",,BLOCKED,,,,,,,,,Точная формула/actual не заполняются в этой матрице.,RG10;RG11;RG12,CALCULATION_SPEC_REQUIRED
AT-CALC-006,1.0,06 Financial Calculations,Единицы и валюты,Утверждены единицы измерения и currency behavior,Нельзя суммировать несовместимые величины.,00_CASA_Pro_MASTER_v1.2.docx,§7 модуль 06; §20; §21 п.10; §23 C-07,CALCULATION,P0,CRITICAL,CALCULATION_SPEC_REQUIRED,Units/currency map и запрет неутверждённой конвертации определены.,,BLOCKED,,,,,,,,,Точная формула/actual не заполняются в этой матрице.,RG10;RG11;RG12,CALCULATION_SPEC_REQUIRED
AT-CALC-007,1.0,06 Financial Calculations,Версионность,Каждая формула имеет version_id и effective context,Старые snapshots должны воспроизводиться.,00_CASA_Pro_MASTER_v1.2.docx,§7 модуль 06; §20; §21 п.10; §23 C-07,CALCULATION,P0,CRITICAL,CALCULATION_SPEC_REQUIRED,formula_version/effective_from/to и migration policy утверждены.,,BLOCKED,,,,,,,,,Точная формула/actual не заполняются в этой матрице.,RG10;RG11;RG12,CALCULATION_SPEC_REQUIRED
AT-CALC-008,1.0,06 Financial Calculations,Эталоны,Есть positive/negative/boundary regression cases,Экран не доказывает правильность математики.,00_CASA_Pro_MASTER_v1.2.docx,§7 модуль 06; §20; §21 п.10; §23 C-07,CALCULATION,P0,CRITICAL,CALCULATION_SPEC_REQUIRED,Для каждой формулы утверждены fixtures и exact expected outputs.,,BLOCKED,,,,,,,,,Точная формула/actual не заполняются в этой матрице.,RG10;RG11;RG12,CALCULATION_SPEC_REQUIRED
AT-CALC-009,1.0,06 Financial Calculations,Ошибки,Деление на ноль и недопустимые входы безопасны,Техническая ошибка не должна стать числом.,00_CASA_Pro_MASTER_v1.2.docx,§7 модуль 06; §20; §21 п.10; §23 C-07,CALCULATION,P0,CRITICAL,CALCULATION_SPEC_REQUIRED,Результат UNKNOWN/BLOCKED с human-readable reason; no NaN/Infinity.,,BLOCKED,,,,,,,,,Точная формула/actual не заполняются в этой матрице.,RG10;RG11;RG12,CALCULATION_SPEC_REQUIRED
AT-CALC-010,1.0,06 Financial Calculations,Граница CASA/банк,Нейтральные CASA показатели отделены от bank-specific calculations,"Банковские правила относятся к 1.1, не к 1.0.",00_CASA_Pro_MASTER_v1.2.docx,§7 модуль 06; §20; §21 п.10; §23 C-07,CALCULATION,P0,CRITICAL,CALCULATION_SPEC_REQUIRED,Каталог явно помечает CASA-neutral outputs; bank-specific calculations отсутствуют в 1.0.,,BLOCKED,,,,,,,,,Точная формула/actual не заполняются в этой матрице.,RG10;RG11;RG12,CALCULATION_SPEC_REQUIRED
AT-CALC-011,1.0,06 Financial Calculations,ИИ,ИИ не меняет формулы и результаты,Объяснение не должно влиять на математику.,00_CASA_Pro_MASTER_v1.2.docx,§7 модуль 06; §20; §21 п.10; §23 C-07,CALCULATION,P0,CRITICAL,CALCULATION_SPEC_REQUIRED,Calculation path детерминирован; AI только объясняет готовый confirmed result.,,BLOCKED,,,,,,,,,Точная формула/actual не заполняются в этой матрице.,RG10;RG11;RG12,CALCULATION_SPEC_REQUIRED
AT-CALC-012,1.0,06 Financial Calculations,Snapshot,Расчётный snapshot immutable и replayable,E2E release gate требует воспроизводимый расчёт.,00_CASA_Pro_MASTER_v1.2.docx,§7 модуль 06; §20; §21 п.10; §23 C-07,CALCULATION,P0,CRITICAL,CALCULATION_SPEC_REQUIRED,"Snapshot хранит inputs, formula versions, outputs, UNKNOWN/blockers и hash replay.",,BLOCKED,,,,,,,,,Точная формула/actual не заполняются в этой матрице.,RG10;RG11;RG12,CALCULATION_SPEC_REQUIRED
AT-E2E-001,1.0,07 Cross-module / End-to-End,Вертикальный срез,Один кейс проходит путь клиент→два PDF→подтверждение→профиль→расчётный snapshot,"Релиз 1.0 принимается сквозным результатом, а не отдельными экранами.",00_CASA_Pro_MASTER_v1.2.docx,§6 шаги 1–8; §20 ворота 1.0; §21 п.11,INTEGRATION,P0,CRITICAL,FX-E2E-CASE-001 (подготовить),Все объекты связаны одним case/participants; подтверждённые snapshots созданы; calculation snapshot воспроизводим.,,BLOCKED,,,,,,,,,Блокируется отсутствием утверждённой Calculation Engine Spec.,RG11;RG12,CALCULATION_SPEC_REQUIRED
AT-E2E-002,1.0,07 Cross-module / End-to-End,Связи данных,"Client Profile использует published snapshots, а не перечитывает PDF",Модульные контракты должны быть устойчивыми и воспроизводимыми.,00_CASA_Pro_MASTER_v1.2.docx; 04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21(2).docx,MASTER §7 модуль 05; CP §1.2/§14; CP-035,INTEGRATION,P0,CRITICAL,Published CH + Pension snapshots,Profile хранит snapshot IDs/hash/quality; raw PDFs не читаются повторно.,,NOT_TESTED,,,,,,,,,,RG6;RG11,
AT-E2E-003,1.0,07 Cross-module / End-to-End,Пропагация UNKNOWN,UNKNOWN сохраняется между модулями,Downstream не должен превращать неизвестность в 0/false/clean.,00_CASA_Pro_MASTER_v1.2.docx,§8; §20 ворота 1.0,INTEGRATION,P0,CRITICAL,UNKNOWN CH balance / pension coverage / profile income,UNKNOWN + reason проходит в profile/calculation blockers; точный downstream output не публикуется.,,NOT_TESTED,,,,,,,,,,RG8;RG11,
AT-E2E-004,1.0,07 Cross-module / End-to-End,Correction propagation,Исправление критичного факта инвалидирует зависимые snapshots,Старый расчёт не должен выглядеть актуальным после correction.,00_CASA_Pro_MASTER_v1.2.docx; 2. CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21(4).docx; 03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21(5).docx; 04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21(2).docx,MASTER §8–9; CH §13.2; Pension §6; CP §11,INTEGRATION,P0,CRITICAL,Correction amount/current DPD/month,Новая reviewed revision; dependent profiles/snapshots marked superseded/needs rebuild; старые остаются immutable.,,NOT_TESTED,,,,,,,,,,RG7;RG11,
AT-E2E-005,1.0,07 Cross-module / End-to-End,Provenance chain,Итоговая цифра трассируется до документа/страницы/фрагмента,CEO и QA должны доказать происхождение результата.,00_CASA_Pro_MASTER_v1.2.docx,§8–9; §19,AUDIT,P0,CRITICAL,Current outstanding / pension total,Result → formula/profile version → input IDs → source record → page/crop/evidence.,,NOT_TESTED,,,,,,,,,,RG7;RG11,
AT-E2E-006,1.0,07 Cross-module / End-to-End,Версионность,Замена одного PDF не переписывает предыдущий кейс snapshot,Повторная проверка должна быть сравнима с прошлой.,00_CASA_Pro_MASTER_v1.2.docx,§8; §20 ворота 1.0,AUDIT,P1,HIGH,Replace CH or Pension PDF,Новая document/snapshot chain; прежняя read-only; exact versions видимы.,,NOT_TESTED,,,,,,,,,,RG11,
AT-E2E-007,1.0,07 Cross-module / End-to-End,Разделение уровней,"Source fact, CASA calculation и пользовательский status не перезаписывают друг друга","Иначе невозможно понять, что пришло из документа и что вычислено.",00_CASA_Pro_MASTER_v1.2.docx,§8,DATA,P0,CRITICAL,Fact + derived profile + blocker,Отдельные entities/fields/versions; derived value не меняет source fact; bank rule отсутствует.,,NOT_TESTED,,,,,,,,,,RG8;RG11,
AT-E2E-008,1.0,07 Cross-module / End-to-End,Scope boundary,Bank Rules Standard/Bank Rules Packs не являются зависимостью PASS 1.0,Банковские правила относятся к релизу 1.1.,00_CASA_Pro_MASTER_v1.2.docx; 05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21.docx,MASTER §20/§23 C-06; Bank Rules §1,INTEGRATION,P0,CRITICAL,Release 1.0 without Bank Rules Packs,Путь 1.0 завершается нейтральным profile/calculation snapshot; нет требования program verdict или конкретных банков.,,NOT_TESTED,,,,,,,,,,RG11,
AT-E2E-009,1.0,07 Cross-module / End-to-End,Scope boundary,В сквозном кейсе нет недвижимости и сделочного слоя,Текущий MVP независим от базы объектов CASA.,00_CASA_Pro_MASTER_v1.2.docx,§5; §20,NEGATIVE,P0,CRITICAL,Нулевая база недвижимости,"Кейс 1.0 работает без застройщиков, ЖК, квартир, CASA Match, фиксаций, броней, сделок и комиссий.",,NOT_TESTED,,,,,,,,,,RG11,
AT-E2E-010,1.0,07 Cross-module / End-to-End,Ошибки,Ошибка одного этапа не создаёт ложный downstream snapshot,Partial processing не должно выглядеть завершённым.,00_CASA_Pro_MASTER_v1.2.docx,§9/§19,NEGATIVE,P0,CRITICAL,Missing page / reconciliation failure / subject mismatch,Затронутый publish blocked; понятная причина и действие; ранее подтверждённые модули не искажаются.,,NOT_TESTED,,,,,,,,,,RG11;RG12,
AT-E2E-011,1.0,07 Cross-module / End-to-End,Audit chain,Сквозной аудит связывает actor и версии на каждом шаге,"Приёмка требует доказательства, кто и что подтвердил.",00_CASA_Pro_MASTER_v1.2.docx,§7 модуль 01; §8/§19,AUDIT,P1,HIGH,Complete E2E case,"Upload/parse/review/correction/publish/rebuild events связаны case_id, participant_id, object versions и actor/time.",,NOT_TESTED,,,,,,,,,,RG11,
AT-USA-001,1.0,08 UX / Security / Audit,Пользовательский язык,Внутренние enum/error codes не являются основным сообщением,Брокер должен понимать проблему и действие без технической расшифровки.,00_CASA_Pro_MASTER_v1.2.docx,§18 перевод кодов,UX,P0,CRITICAL,"MANUAL_REVIEW_REQUIRED, SOURCE_UNAVAILABLE, RECONCILIATION_FAILED",Показан понятный русский текст и действие; код доступен только в технических деталях.,,NOT_TESTED,,,,,,,,,,RG9,
AT-USA-002,1.0,08 UX / Security / Audit,Evidence UX,"У критичного значения видны источник, страница и фрагмент",Подтверждение без evidence субъективно.,00_CASA_Pro_MASTER_v1.2.docx,§9/§18,UX,P0,CRITICAL,Critical amount/date/current DPD,"Document name, page, highlighted crop и open PDF action доступны; quality объяснено текстом.",,NOT_TESTED,,,,,,,,,,RG7;RG9,
AT-USA-003,1.0,08 UX / Security / Audit,Correction UX,Подтверждение/исправление требует причины и оставляет audit,Нельзя молча перезаписывать распознанный факт.,00_CASA_Pro_MASTER_v1.2.docx,§8–9/§19,AUDIT,P0,CRITICAL,Correct critical field,Confirm или Correct; correction reason обязательна; actor/time/before/after/evidence сохранены.,,NOT_TESTED,,,,,,,,,,RG7;RG9,
AT-USA-004,1.0,08 UX / Security / Audit,Статусы,"Статус понятен текстом, не только цветом",Цвет не должен быть единственным носителем смысла.,00_CASA_Pro_MASTER_v1.2.docx; 1. CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21(2).docx; 2. CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21(4).docx,MASTER §18; IIN T-045; CH §21.4,UX,P1,HIGH,Contrast/color-disabled mode,Status label + icon/text; PASS/FAIL/BLOCKED/unknown различимы без цвета.,,NOT_TESTED,,,,,,,,,,RG9,
AT-USA-005,1.0,08 UX / Security / Audit,Запрещённые обещания,Нет банковского одобрения/отказа и CASA score в релизе 1.0,Нет Bank Rules Packs и официального решения банка.,00_CASA_Pro_MASTER_v1.2.docx,§3/§18/§20,UX,P0,CRITICAL,Все экраны/exports 1.0,"Нет «банк одобрит/откажет», official scoring, eligibility или bank verdict; только нейтральные facts/quality/calculations.",,NOT_TESTED,,,,,,,,,,RG9;RG12,
AT-USA-006,1.0,08 UX / Security / Audit,Tenant isolation,Object-level authorization проверяется на каждом endpoint,Чужие PDF/снимки/профили не должны быть доступны по ID.,1. CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21(2).docx; 2. CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21(4).docx; 04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21(2).docx,IIN T-033; CH §17.1/CH-079–081; CP-033,SECURITY,P0,CRITICAL,Guessed IDs from other tenant,Deny/404 без existence leak; audit recorded; no masked-data leak.,,NOT_TESTED,,,,,,,,,,RG1;RG12,
AT-USA-007,1.0,08 UX / Security / Audit,PII logging,PII и raw document data отсутствуют в telemetry,Логи имеют широкий доступ и длительное хранение.,1. CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21(2).docx; 2. CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21(4).docx; 03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21(5).docx,IIN T-032; CH-083; Pension §17 DoD,SECURITY,P0,CRITICAL,"Failed parse, APM, support ticket",Нет полного ИИН/ФИО/contract IDs/raw text/secrets; только безопасные IDs и error categories.,,NOT_TESTED,,,,,,,,,,RG1;RG12,
AT-USA-008,1.0,08 UX / Security / Audit,Шифрование,Чувствительные данные защищены in transit и at rest,Ипотечные документы содержат персональные и финансовые данные.,2. CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21(4).docx; 03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21(5).docx,CH §17.1; Pension наследование §1,SECURITY,P0,CRITICAL,Storage/network configuration evidence,"TLS, encrypted storage и secret/key separation подтверждены артефактами; original/evidence доступ авторизован отдельно.",,NOT_TESTED,,,,,,,,,,RG1;RG12,
AT-USA-009,1.0,08 UX / Security / Audit,Malware isolation,Оригинальные PDF обрабатываются в quarantine/isolation,Активный PDF не должен влиять на рабочую среду.,2. CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21(4).docx; 03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21(5).docx,CH §6.2/§17.1; Pension §3.3,SECURITY,P0,CRITICAL,Malicious/active PDF,"Quarantine, no active execution, secure parser, safe error; event audited.",,NOT_TESTED,,,,,,,,,,RG2;RG12,
AT-USA-010,1.0,08 UX / Security / Audit,Support access,Support access deny-by-default и JIT,Сотрудник поддержки не должен видеть документы без разрешения.,2. CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21(4).docx,§17.1; CH-081,SECURITY,P1,HIGH,Support user without/with JIT grant,"Без grant доступа нет; grant имеет approval, TTL, scope и audit.",,NOT_TESTED,,,,,,,,,,RG12,
AT-USA-011,1.0,08 UX / Security / Audit,Retention,Retention/withdrawal/delete behavior управляется versioned policy,Срок бюро нельзя автоматически переносить на CASA.,2. CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21(4).docx; 03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21(5).docx,CH §17.2/CH-087; Pension RG-03,SECURITY,P0,CRITICAL,Consent revoked / deletion request / legal hold,Processing/export restricted; deletion/legal hold следует approved policy с actor/reason/expiry; audit сохранён.,,NOT_TESTED,,,,,,,,,,RG1;RG12,
AT-USA-012,1.0,08 UX / Security / Audit,Audit completeness,"Upload, view, correction, merge/split, export и publish аудируются",DONE требует доказуемой истории критических действий.,2. CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21(4).docx,§17.1,AUDIT,P0,CRITICAL,Representative critical actions,Append-only events с actor/time/object/version/reason; audit query воспроизводит цепочку.,,NOT_TESTED,,,,,,,,,,RG11;RG12,
AT-USA-013,1.0,08 UX / Security / Audit,Доступность,Desktop/mobile/keyboard не скрывают критичные действия и статусы,Review должен быть выполним на утверждённых поверхностях.,1. CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21(2).docx; 2. CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21(4).docx; 03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21(5).docx; 04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21(2).docx,IIN T-045–048; CH §21.4; Pension §17; CP RG-CP-07,UX,P2,MEDIUM,Desktop/mobile/keyboard,Coverage/status/CTA/evidence доступны; нет обязательного горизонтального скролла на mobile; keyboard navigation работает.,,NOT_TESTED,,,,,,,,,,RG9,
AT-USA-014,1.0,08 UX / Security / Audit,Объективная приёмка,Экран без данных/ошибок/тестов не получает DONE,"Главный принцип MASTER — DONE доказывается, а не рисуется.",00_CASA_Pro_MASTER_v1.2.docx,§19,AUDIT,P0,CRITICAL,Feature with UI only,"До PASS обязательны fixture, expected/actual, negative/boundary/security tests и evidence; иначе FAIL/BLOCKED/NOT_TESTED.",,NOT_TESTED,,,,,,,,,,RG12,
