reference_id,module_id,status,requirement,source_document,source_section,source_extract_id,notes
BR-REF-0144,M07-M08,FUTURE_1_1_REFERENCE,ОПВ / 10% = принятый доход — запрещено без подтверждённого rate context и bank acceptance rule.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§10.1 Запрещённые shortcuts,SRC-DOC-BR-F-00179,Standard/reference only; not a real bank rules pack.
BR-REF-0145,M07-M08,FUTURE_1_1_REFERENCE,monthly_payment из ПКО = именно банковский учёт обязательства — запрещено; банк может иметь отдельные правила по картам/лимитам/гарантиям.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§10.1 Запрещённые shortcuts,SRC-DOC-BR-F-00180,Standard/reference only; not a real bank rules pack.
BR-REF-0146,M07-M08,FUTURE_1_1_REFERENCE,все заявленные доходы суммируются — запрещено; каждый income_source проходит собственное acceptance rule.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§10.1 Запрещённые shortcuts,SRC-DOC-BR-F-00181,Standard/reference only; not a real bank rules pack.
BR-REF-0147,M07-M08,FUTURE_1_1_REFERENCE,регуляторная формула = внутренняя формула любого банка — запрещено без подтверждения scope.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§10.1 Запрещённые shortcuts,SRC-DOC-BR-F-00182,Standard/reference only; not a real bank rules pack.
BR-REF-0148,M07-M08,FUTURE_1_1_REFERENCE,"Rule family: CURRENT_DELINQUENCY; Input: current DPD + overdue amount; Что правило обязано уточнить: применимый scope, threshold, as_of freshness",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§11 Стандарт правил кредитной истории,SRC-DOC-BR-F-00185,Standard/reference only; not a real bank rules pack.
BR-REF-0149,M07-M08,FUTURE_1_1_REFERENCE,Rule family: HISTORICAL_DPD; Input: lifetime/monthly DPD events; Что правило обязано уточнить: lookback window; max/episode semantics; active/closed inclusion,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§11 Стандарт правил кредитной истории,SRC-DOC-BR-F-00186,Standard/reference only; not a real bank rules pack.
BR-REF-0150,M07-M08,FUTURE_1_1_REFERENCE,Rule family: RESTRUCTURING; Input: typed restructuring events; Что правило обязано уточнить: какие виды/окна учитываются,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§11 Стандарт правил кредитной истории,SRC-DOC-BR-F-00187,Standard/reference only; not a real bank rules pack.
BR-REF-0151,M07-M08,FUTURE_1_1_REFERENCE,Rule family: COLLECTION/ASSIGNMENT; Input: lineage events; Что правило обязано уточнить: сам факт vs current unresolved debt; не задваивать,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§11 Стандарт правил кредитной истории,SRC-DOC-BR-F-00188,Standard/reference only; not a real bank rules pack.
BR-REF-0152,M07-M08,FUTURE_1_1_REFERENCE,Rule family: MFO; Input: active/historical MFO facts; Что правило обязано уточнить: что считается MFO exposure; time window/count if published,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§11 Стандарт правил кредитной истории,SRC-DOC-BR-F-00189,Standard/reference only; not a real bank rules pack.
BR-REF-0153,M07-M08,FUTURE_1_1_REFERENCE,Rule family: APPLICATION/INQUIRY; Input: separate entities; Что правило обязано уточнить: applications ≠ inquiries; self inquiry ≠ creditor inquiry,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§11 Стандарт правил кредитной истории,SRC-DOC-BR-F-00190,Standard/reference only; not a real bank rules pack.
BR-REF-0154,M07-M08,FUTURE_1_1_REFERENCE,Rule family: CARD; Input: limit/utilized/min payment; Что правило обязано уточнить: какое значение входит в obligation treatment,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§11 Стандарт правил кредитной истории,SRC-DOC-BR-F-00191,Standard/reference only; not a real bank rules pack.
BR-REF-0155,M07-M08,FUTURE_1_1_REFERENCE,Rule family: GUARANTEE/SURETY; Input: role facts; Что правило обязано уточнить: условия включения в нагрузку,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§11 Стандарт правил кредитной истории,SRC-DOC-BR-F-00192,Standard/reference only; not a real bank rules pack.
BR-REF-0156,M07-M08,FUTURE_1_1_REFERENCE,Rule family: REHABILITATION/WRITE_OFF; Input: historical statuses/events; Что правило обязано уточнить: не стирать историю; правило банка отдельно,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§11 Стандарт правил кредитной истории,SRC-DOC-BR-F-00193,Standard/reference only; not a real bank rules pack.
BR-REF-0157,M07-M08,FUTURE_1_1_REFERENCE,"Нельзя использовать ярлык «хорошая/плохая КИ» как input
Правило банка должно ссылаться на конкретный факт: current DPD, historical DPD, event, window, status. Итог объясняется тем же фактом. Это сохраняет explainability и возможность разных банков по-разному трактовать одну историю.: Нельзя использовать ярлык «хорошая/плохая КИ» как input
Правило банка должно ссылаться на конкретный факт: current DPD, historical DPD, event, window, status. Итог объясняется тем же фактом. Это сохраняет explainability и возможность разных банков по-разному трактовать одну историю.",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§11 Стандарт правил кредитной истории,SRC-DOC-BR-F-00194,Standard/reference only; not a real bank rules pack.
BR-REF-0158,M07-M08,FUTURE_1_1_REFERENCE,"Rule: ratio rule; Что хранить: min/max ratio, denominator definition: purchase_price / appraisal / contract_value",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§12.1 Down payment,SRC-DOC-BR-F-00198,Standard/reference only; not a real bank rules pack.
BR-REF-0159,M07-M08,FUTURE_1_1_REFERENCE,Rule: source acceptance; Что хранить: cash/deposit/EPV/certificate/gift/sale proceeds/additional collateral — отдельный set/conditional rule,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§12.1 Down payment,SRC-DOC-BR-F-00199,Standard/reference only; not a real bank rules pack.
BR-REF-0160,M07-M08,FUTURE_1_1_REFERENCE,"Rule: availability; Что хранить: available_date, verification status, restrictions",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§12.1 Down payment,SRC-DOC-BR-F-00200,Standard/reference only; not a real bank rules pack.
BR-REF-0161,M07-M08,FUTURE_1_1_REFERENCE,Rule: ownership; Что хранить: кто владелец источника; нужен ли borrower/co-borrower relation,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§12.1 Down payment,SRC-DOC-BR-F-00201,Standard/reference only; not a real bank rules pack.
BR-REF-0162,M07-M08,FUTURE_1_1_REFERENCE,Rule: combination; Что хранить: разрешено ли комбинировать источники; порядок/лимиты если подтверждены,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§12.1 Down payment,SRC-DOC-BR-F-00202,Standard/reference only; not a real bank rules pack.
BR-REF-0163,M07-M08,FUTURE_1_1_REFERENCE,primary/secondary/house/land/repair — отдельные program scopes;,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§12.2 Property,SRC-DOC-BR-F-00204,Standard/reference only; not a real bank rules pack.
BR-REF-0164,M07-M08,FUTURE_1_1_REFERENCE,"region/geography — explicit set/rule, не free text;",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§12.2 Property,SRC-DOC-BR-F-00205,Standard/reference only; not a real bank rules pack.
BR-REF-0165,M07-M08,FUTURE_1_1_REFERENCE,"accreditation — property fact с source freshness; отсутствие записи ≠ отказ, если source incomplete;",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§12.2 Property,SRC-DOC-BR-F-00206,Standard/reference only; not a real bank rules pack.
BR-REF-0166,M07-M08,FUTURE_1_1_REFERENCE,appraisal/price cap — denominator и source должны быть явными;,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§12.2 Property,SRC-DOC-BR-F-00207,Standard/reference only; not a real bank rules pack.
BR-REF-0167,M07-M08,FUTURE_1_1_REFERENCE,ownership restrictions — отдельные rules с lookback window и участниками.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§12.2 Property,SRC-DOC-BR-F-00208,Standard/reference only; not a real bank rules pack.
BR-REF-0168,M07-M08,FUTURE_1_1_REFERENCE,Параметр: min/max loan amount; Форма: Money range + region/category conditions,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§12.3 Loan terms как versioned parameters,SRC-DOC-BR-F-00211,Standard/reference only; not a real bank rules pack.
BR-REF-0169,M07-M08,FUTURE_1_1_REFERENCE,Параметр: term; Форма: months range + age-at-maturity interaction,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§12.3 Loan terms как versioned parameters,SRC-DOC-BR-F-00212,Standard/reference only; not a real bank rules pack.
BR-REF-0170,M07-M08,FUTURE_1_1_REFERENCE,Параметр: nominal rate; Форма: table/conditional parameter; effective dates,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§12.3 Loan terms как versioned parameters,SRC-DOC-BR-F-00213,Standard/reference only; not a real bank rules pack.
BR-REF-0171,M07-M08,FUTURE_1_1_REFERENCE,Параметр: GESV; Форма: range/formula/source; не вычислять если компоненты неизвестны,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§12.3 Loan terms как versioned parameters,SRC-DOC-BR-F-00214,Standard/reference only; not a real bank rules pack.
BR-REF-0172,M07-M08,FUTURE_1_1_REFERENCE,Параметр: fees/insurance; Форма: informational/conditional; exact applicability,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§12.3 Loan terms как versioned parameters,SRC-DOC-BR-F-00215,Standard/reference only; not a real bank rules pack.
BR-REF-0173,M07-M08,FUTURE_1_1_REFERENCE,Параметр: repayment type; Форма: annuity/equal principal/staged/other,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§12.3 Loan terms как versioned parameters,SRC-DOC-BR-F-00216,Standard/reference only; not a real bank rules pack.
BR-REF-0174,M07-M08,FUTURE_1_1_REFERENCE,Параметр: promotional/temporary terms; Форма: separate version or effective sub-scope; expiry mandatory,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§12.3 Loan terms как versioned parameters,SRC-DOC-BR-F-00217,Standard/reference only; not a real bank rules pack.
BR-REF-0175,M07-M08,FUTURE_1_1_REFERENCE,"Отбасы не становится обычным bank rule set
Program Knowledge Base всё равно хранит идентичность программы, sources, intake, специальные eligibility rules и версии. Но депозит, ОП, госпремия и переходы жилищный/промежуточный/предварительный рассчитывает Otbasy Engine.: Отбасы не становится обычным bank rule set
Program Knowledge Base всё равно хранит идентичность программы, sources, intake, специальные eligibility rules и версии. Но депозит, ОП, госпремия и переходы жилищный/промежуточный/предварительный рассчитывает Otbasy Engine.",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§13 Контракт с отдельным Otbasy Engine,SRC-DOC-BR-F-00219,Standard/reference only; not a real bank rules pack.
BR-REF-0176,M07-M08,FUTURE_1_1_REFERENCE,"Что остаётся в Bank Rules Standard: program identity/version/source/intake; region/category/object eligibility; required participant facts; verified rate tables where applicable; Что делает Otbasy Engine: deposit facts, contractual amount, savings ratio, OP, premium accrual, family merge, staged loan dates/payments, earliest availability",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§13 Контракт с отдельным Otbasy Engine,SRC-DOC-BR-F-00221,Standard/reference only; not a real bank rules pack.
BR-REF-0177,M07-M08,FUTURE_1_1_REFERENCE,"Что остаётся в Bank Rules Standard: единый output contract: fit status, unknowns, reasons, source refs; Что делает Otbasy Engine: возвращает calculated facts/reasons в совместимом trace формате",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§13 Контракт с отдельным Otbasy Engine,SRC-DOC-BR-F-00222,Standard/reference only; not a real bank rules pack.
BR-REF-0178,M07-M08,FUTURE_1_1_REFERENCE,1. DISCOVER — найден официальный документ/страница/письмо; создаётся source candidate.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§14 Жизненный цикл банковского правила и редактор CASA,SRC-DOC-BR-F-00224,Standard/reference only; not a real bank rules pack.
BR-REF-0179,M07-M08,FUTURE_1_1_REFERENCE,2. EXTRACT — редактор создаёт атомарные candidate rules; AI допустим только как помощник извлечения.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§14 Жизненный цикл банковского правила и редактор CASA,SRC-DOC-BR-F-00225,Standard/reference only; not a real bank rules pack.
BR-REF-0180,M07-M08,FUTURE_1_1_REFERENCE,"3. NORMALIZE — каждый rule получает input_paths, kind, expression/table, scope, unknown_behavior, source locator.",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§14 Жизненный цикл банковского правила и редактор CASA,SRC-DOC-BR-F-00226,Standard/reference only; not a real bank rules pack.
BR-REF-0181,M07-M08,FUTURE_1_1_REFERENCE,4. TEST — boundary + regression tests проходят на gold cases.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§14 Жизненный цикл банковского правила и редактор CASA,SRC-DOC-BR-F-00227,Standard/reference only; not a real bank rules pack.
BR-REF-0182,M07-M08,FUTURE_1_1_REFERENCE,5. CHECK — независимый checker сравнивает source и rule; maker cannot approve own version.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§14 Жизненный цикл банковского правила и редактор CASA,SRC-DOC-BR-F-00228,Standard/reference only; not a real bank rules pack.
BR-REF-0183,M07-M08,FUTURE_1_1_REFERENCE,6. PUBLISH — создаётся immutable program_version + rules_hash; пользователи получают read-only.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§14 Жизненный цикл банковского правила и редактор CASA,SRC-DOC-BR-F-00229,Standard/reference only; not a real bank rules pack.
BR-REF-0184,M07-M08,FUTURE_1_1_REFERENCE,7. MONITOR — source_check по TTL; changed/unavailable → diff/stale workflow.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§14 Жизненный цикл банковского правила и редактор CASA,SRC-DOC-BR-F-00230,Standard/reference only; not a real bank rules pack.
BR-REF-0185,M07-M08,FUTURE_1_1_REFERENCE,8. SUPERSEDE — новая версия публикуется; старая сохраняется для replay.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§14 Жизненный цикл банковского правила и редактор CASA,SRC-DOC-BR-F-00231,Standard/reference only; not a real bank rules pack.
BR-REF-0186,M07-M08,FUTURE_1_1_REFERENCE,Редактор видит: Источник слева / нормализованное правило справа; Обязательно: page/section/evidence highlight,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§14 Жизненный цикл банковского правила и редактор CASA,SRC-DOC-BR-F-00233,Standard/reference only; not a real bank rules pack.
BR-REF-0187,M07-M08,FUTURE_1_1_REFERENCE,Редактор видит: Diff old → new; Обязательно: какие анализы/параметры потенциально затронуты,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§14 Жизненный цикл банковского правила и редактор CASA,SRC-DOC-BR-F-00234,Standard/reference only; not a real bank rules pack.
BR-REF-0188,M07-M08,FUTURE_1_1_REFERENCE,Редактор видит: Regression panel; Обязательно: PASS/FAIL + boundary cases,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§14 Жизненный цикл банковского правила и редактор CASA,SRC-DOC-BR-F-00235,Standard/reference only; not a real bank rules pack.
BR-REF-0189,M07-M08,FUTURE_1_1_REFERENCE,"Редактор видит: Source freshness; Обязательно: checked_at, fresh_until, status",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§14 Жизненный цикл банковского правила и редактор CASA,SRC-DOC-BR-F-00236,Standard/reference only; not a real bank rules pack.
BR-REF-0190,M07-M08,FUTURE_1_1_REFERENCE,"Редактор видит: Approval trail; Обязательно: maker, checker, timestamps, hashes",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§14 Жизненный цикл банковского правила и редактор CASA,SRC-DOC-BR-F-00237,Standard/reference only; not a real bank rules pack.
BR-REF-0191,M07-M08,FUTURE_1_1_REFERENCE,"{
  ""schema_version"": ""casa.bank_program_version/1.0.0"",
  ""program_version_id"": ""pv_demo_2026_08_v1"",
  ""mortgage_program_id"": ""mp_demo"",
  ""version"": ""2026.08.v1"",
  ""effective_from"": ""2026-08-21"",
  ""verification_status"": ""APPROVED_FOR_ENGINE"",
  ""rules_hash"": ""sha256:..."",
  ""rules"": [
    {
      ""rule_code"": ""DOWN_PAYMENT_MIN_RATIO"",
      ""category"": ""DOWN_PAYMENT"",
      ""rule_kind"": ""COMPARATOR"",
      ""input_paths"": [
        ""client_profile.purchase.target_price"",
        ""client_profile.down_payment.available_verified_amount""
      ],
      ""expression"": {
        ""op"": "">="",
        ""left"": ""available_verified_amount/target_price"",
        ""right"": ""0.20""
      },
      ""severity"": ""HARD"",
      ""unknown_behavior"": ""BLOCK_GREEN_AND_MANUAL"",
      ""source_refs"": [
        ""src_demo_1""
      ]
    },
    {
      ""rule_code"": ""INCOME_SALARY_ACCEPTANCE"",
      ""category"": ""INCOME_ACCEPTANCE"",
      ""rule_kind"": ""CONDITIONAL"",
      ""input_paths"": [
        ""client_profile.income_sources"",
        ""pension.profile""
      ],
      ""severity"": ""HARD"",
      ""unknown_behavior"": ""MANUAL_REQUIRED"",
      ""source_refs"": [
        ""src_demo_2""
      ]
    }
  ],
  ""intake"": {
    ""status"": ""OPEN"",
    ""checked_at"": ""2026-08-21T12:00:00+05:00"",
    ""fresh_until"": ""2026-08-22T12:00:00+05:00""
  }
}: {
  ""schema_version"": ""casa.bank_program_version/1.0.0"",
  ""program_version_id"": ""pv_demo_2026_08_v1"",
  ""mortgage_program_id"": ""mp_demo"",
  ""version"": ""2026.08.v1"",
  ""effective_from"": ""2026-08-21"",
  ""verification_status"": ""APPROVED_FOR_ENGINE"",
  ""rules_hash"": ""sha256:..."",
  ""rules"": [
    {
      ""rule_code"": ""DOWN_PAYMENT_MIN_RATIO"",
      ""category"": ""DOWN_PAYMENT"",
      ""rule_kind"": ""COMPARATOR"",
      ""input_paths"": [
        ""client_profile.purchase.target_price"",
        ""client_profile.down_payment.available_verified_amount""
      ],
      ""expression"": {
        ""op"": "">="",
        ""left"": ""available_verified_amount/target_price"",
        ""right"": ""0.20""
      },
      ""severity"": ""HARD"",
      ""unknown_behavior"": ""BLOCK_GREEN_AND_MANUAL"",
      ""source_refs"": [
        ""src_demo_1""
      ]
    },
    {
      ""rule_code"": ""INCOME_SALARY_ACCEPTANCE"",
      ""category"": ""INCOME_ACCEPTANCE"",
      ""rule_kind"": ""CONDITIONAL"",
      ""input_paths"": [
        ""client_profile.income_sources"",
        ""pension.profile""
      ],
      ""severity"": ""HARD"",
      ""unknown_behavior"": ""MANUAL_REQUIRED"",
      ""source_refs"": [
        ""src_demo_2""
      ]
    }
  ],
  ""intake"": {
    ""status"": ""OPEN"",
    ""checked_at"": ""2026-08-21T12:00:00+05:00"",
    ""fresh_until"": ""2026-08-22T12:00:00+05:00""
  }
}",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§15 Канонический JSON-контракт и API,SRC-DOC-BR-F-00239,Standard/reference only; not a real bank rules pack.
BR-REF-0192,M07-M08,FUTURE_1_1_REFERENCE,"Пример выше — только schema demo
Числа и названия не являются условиями какого-либо реального банка. Конкретные значения появятся только из проверенного bank research pack.: Пример выше — только schema demo
Числа и названия не являются условиями какого-либо реального банка. Конкретные значения появятся только из проверенного bank research pack.",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§15 Канонический JSON-контракт и API,SRC-DOC-BR-F-00240,Standard/reference only; not a real bank rules pack.
BR-REF-0193,M07-M08,FUTURE_1_1_REFERENCE,Method: GET /api/v2/banks; Назначение: справочник банков,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§15 Канонический JSON-контракт и API,SRC-DOC-BR-F-00242,Standard/reference only; not a real bank rules pack.
BR-REF-0194,M07-M08,FUTURE_1_1_REFERENCE,Method: GET /api/v2/mortgage-programs; Назначение: программы,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§15 Канонический JSON-контракт и API,SRC-DOC-BR-F-00243,Standard/reference only; not a real bank rules pack.
BR-REF-0195,M07-M08,FUTURE_1_1_REFERENCE,Method: GET /api/v2/program-versions/{id}; Назначение: immutable published version,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§15 Канонический JSON-контракт и API,SRC-DOC-BR-F-00244,Standard/reference only; not a real bank rules pack.
BR-REF-0196,M07-M08,FUTURE_1_1_REFERENCE,Method: POST /api/v2/program-versions; Назначение: создать draft/new version,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§15 Канонический JSON-контракт и API,SRC-DOC-BR-F-00245,Standard/reference only; not a real bank rules pack.
BR-REF-0197,M07-M08,FUTURE_1_1_REFERENCE,Method: POST /api/v2/program-versions/{id}:submit-review; Назначение: передать checker,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§15 Канонический JSON-контракт и API,SRC-DOC-BR-F-00246,Standard/reference only; not a real bank rules pack.
BR-REF-0198,M07-M08,FUTURE_1_1_REFERENCE,Method: POST /api/v2/program-versions/{id}:publish; Назначение: publish после gates,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§15 Канонический JSON-контракт и API,SRC-DOC-BR-F-00247,Standard/reference only; not a real bank rules pack.
BR-REF-0199,M07-M08,FUTURE_1_1_REFERENCE,Method: GET/POST /api/v2/program-rules; Назначение: атомарные rules,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§15 Канонический JSON-контракт и API,SRC-DOC-BR-F-00248,Standard/reference only; not a real bank rules pack.
BR-REF-0200,M07-M08,FUTURE_1_1_REFERENCE,Method: GET/POST /api/v2/rule-sources; Назначение: sources,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§15 Канонический JSON-контракт и API,SRC-DOC-BR-F-00249,Standard/reference only; not a real bank rules pack.
BR-REF-0201,M07-M08,FUTURE_1_1_REFERENCE,Method: POST /api/v2/rule-sources/{id}:check; Назначение: source recheck/diff,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§15 Канонический JSON-контракт и API,SRC-DOC-BR-F-00250,Standard/reference only; not a real bank rules pack.
BR-REF-0202,M07-M08,FUTURE_1_1_REFERENCE,Method: GET/POST /api/v2/program-intakes; Назначение: фактическая доступность,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§15 Канонический JSON-контракт и API,SRC-DOC-BR-F-00251,Standard/reference only; not a real bank rules pack.
BR-REF-0203,M07-M08,FUTURE_1_1_REFERENCE,Method: POST /api/v2/analyses; Назначение: запуск deterministic analysis на snapshot,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§15 Канонический JSON-контракт и API,SRC-DOC-BR-F-00252,Standard/reference only; not a real bank rules pack.
BR-REF-0204,M07-M08,FUTURE_1_1_REFERENCE,Что показываем: Program verdict; Пример формата: «Условно подходит» / «Не подходит» / «Нужна ручная проверка»,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§16 Explain trace и UI результата для риелтора,SRC-DOC-BR-F-00255,Standard/reference only; not a real bank rules pack.
BR-REF-0205,M07-M08,FUTURE_1_1_REFERENCE,"Что показываем: Причина; Пример формата: не общий текст, а rule_code + human label",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§16 Explain trace и UI результата для риелтора,SRC-DOC-BR-F-00256,Standard/reference only; not a real bank rules pack.
BR-REF-0206,M07-M08,FUTURE_1_1_REFERENCE,Что показываем: Факт клиента; Пример формата: «доступный подтверждённый взнос: X»,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§16 Explain trace и UI результата для риелтора,SRC-DOC-BR-F-00257,Standard/reference only; not a real bank rules pack.
BR-REF-0207,M07-M08,FUTURE_1_1_REFERENCE,Что показываем: Правило; Пример формата: «требуется ≥ Y по версии Z»,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§16 Explain trace и UI результата для риелтора,SRC-DOC-BR-F-00258,Standard/reference only; not a real bank rules pack.
BR-REF-0208,M07-M08,FUTURE_1_1_REFERENCE,"Что показываем: Разница; Пример формата: точный deficit/surplus, если математически определим",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§16 Explain trace и UI результата для риелтора,SRC-DOC-BR-F-00259,Standard/reference only; not a real bank rules pack.
BR-REF-0209,M07-M08,FUTURE_1_1_REFERENCE,"Что показываем: Источник; Пример формата: банк/документ, дата проверки; пользователю — кратко, редактору — полный locator",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§16 Explain trace и UI результата для риелтора,SRC-DOC-BR-F-00260,Standard/reference only; not a real bank rules pack.
BR-REF-0210,M07-M08,FUTURE_1_1_REFERENCE,Что показываем: Неизвестность; Пример формата: что именно неизвестно и какое действие закроет,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§16 Explain trace и UI результата для риелтора,SRC-DOC-BR-F-00261,Standard/reference only; not a real bank rules pack.
BR-REF-0211,M07-M08,FUTURE_1_1_REFERENCE,Что показываем: Intake; Пример формата: доступно сейчас / очередь / закрыто / неизвестно,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§16 Explain trace и UI результата для риелтора,SRC-DOC-BR-F-00262,Standard/reference only; not a real bank rules pack.
BR-REF-0212,M07-M08,FUTURE_1_1_REFERENCE,Что показываем: Replay; Пример формата: analysis_id + snapshot hashes + program_version_id скрыто в тех. деталях,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§16 Explain trace и UI результата для риелтора,SRC-DOC-BR-F-00263,Standard/reference only; not a real bank rules pack.
BR-REF-0213,M07-M08,FUTURE_1_1_REFERENCE,"Терминология
ELIGIBLE в системе отображается как «соответствует подтверждённым правилам программы» или более короткое «подходит по известным правилам». Никогда не «одобрено банком».: Терминология
ELIGIBLE в системе отображается как «соответствует подтверждённым правилам программы» или более короткое «подходит по известным правилам». Никогда не «одобрено банком».",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§16 Explain trace и UI результата для риелтора,SRC-DOC-BR-F-00264,Standard/reference only; not a real bank rules pack.
BR-REF-0214,M07-M08,FUTURE_1_1_REFERENCE,"Это следующий рабочий инструмент
После утверждения этого стандарта внешний исследователь/ИИ получает один банк и обязан вернуть данные именно в этой форме. Так мы не позволяем каждому банку «придумать свою схему».: Это следующий рабочий инструмент
После утверждения этого стандарта внешний исследователь/ИИ получает один банк и обязан вернуть данные именно в этой форме. Так мы не позволяем каждому банку «придумать свою схему».",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§17 Шаблон Bank Research Pack — как собирать каждый банк,SRC-DOC-BR-F-00266,Standard/reference only; not a real bank rules pack.
