requirement_id,release,module_id,module_name,category,subsystem,requirement,expected_behavior,forbidden_behavior,input,output,state_or_status,source_document,source_version,source_section,source_extract_id,acceptance_test_ids,priority,criticality,implementation_layer,dependency,release_gate,open_question,developer_action,qa_evidence,notes
M03-REQ-0438,1.0,M03,Кредитная история,UI,Таблица активных обязательств: точные колонки,Колонка: Актуальность; Содержимое: record_as_of; Пояснение брокеру: Если stale — точный возраст и нейтральное предупреждение.,Колонка: Актуальность; Содержимое: record_as_of; Пояснение брокеру: Если stale — точный возраст и нейтральное предупреждение.,,,,STALE,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Таблица активных обязательств: точные колонки,SRC-DOC-M03-I-00110,,,,MULTI_LAYER,,,,Колонка: Актуальность; Содержимое: record_as_of; Пояснение брокеру: Если stale — точный возраст и нейтральное предупреждение.,,Canonical source-backed rule
M03-REQ-0439,1.0,M03,Кредитная история,UI,Таблица активных обязательств: точные колонки,Колонка: Качество; Содержимое: Проверено / нужно проверить / неизвестно; Пояснение брокеру: Без enum code как основного текста.,Колонка: Качество; Содержимое: Проверено / нужно проверить / неизвестно; Пояснение брокеру: Без enum code как основного текста.,,,,,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Таблица активных обязательств: точные колонки,SRC-DOC-M03-I-00111,,,,MULTI_LAYER,,,,Колонка: Качество; Содержимое: Проверено / нужно проверить / неизвестно; Пояснение брокеру: Без enum code как основного текста.,,Canonical source-backed rule
M03-REQ-0440,1.0,M03,Кредитная история,DATA_MODEL,Таблица активных обязательств: точные колонки,"Колонка: Действие; Содержимое: «Проверить»; Пояснение брокеру: Открывает поле, page/crop и решение.","Колонка: Действие; Содержимое: «Проверить»; Пояснение брокеру: Открывает поле, page/crop и решение.",,,,,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Таблица активных обязательств: точные колонки,SRC-DOC-M03-I-00112,,,,DATA,,,,"Колонка: Действие; Содержимое: «Проверить»; Пояснение брокеру: Открывает поле, page/crop и решение.",,Canonical source-backed rule
M03-REQ-0441,1.0,M03,Кредитная история,CALCULATION,§7 Текущие обязательства,"ЕДИНИЦА РАСЧЁТА  Текущий долг считается по актуальному узлу каждой канонической линии долга, а не по количеству напечатанных source records.: ЕДИНИЦА РАСЧЁТА  Текущий долг считается по актуальному узлу каждой канонической линии долга, а не по количеству напечатанных source records.","ЕДИНИЦА РАСЧЁТА  Текущий долг считается по актуальному узлу каждой канонической линии долга, а не по количеству напечатанных source records.: ЕДИНИЦА РАСЧЁТА  Текущий долг считается по актуальному узлу каждой канонической линии долга, а не по количеству напечатанных source records.",,,,,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§7 Текущие обязательства,SRC-DOC-M03-I-00115,,,,MULTI_LAYER,,,,"ЕДИНИЦА РАСЧЁТА  Текущий долг считается по актуальному узлу каждой канонической линии долга, а не по количеству напечатанных source records.: ЕДИНИЦА РАСЧЁТА  Текущий долг считается по актуальному узлу каждой канонической линии долга, а не по количеству напечатанных source records.",,Canonical source-backed rule
M03-REQ-0442,1.0,M03,Кредитная история,BUSINESS_RULE,§7 Текущие обязательства,Шаг алгоритма: 1. Выбрать subject; Обязательное поведение: Не включать records другого участника/роли без явного правила релевантности.; Блокировка: SUBJECT_MISMATCH.,Шаг алгоритма: 1. Выбрать subject; Обязательное поведение: Не включать records другого участника/роли без явного правила релевантности.; Блокировка: SUBJECT_MISMATCH.,,,,,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§7 Текущие обязательства,SRC-DOC-M03-I-00117,,,,MULTI_LAYER,,,,Шаг алгоритма: 1. Выбрать subject; Обязательное поведение: Не включать records другого участника/роли без явного правила релевантности.; Блокировка: SUBJECT_MISMATCH.,,Canonical source-backed rule
M03-REQ-0443,1.0,M03,Кредитная история,BUSINESS_RULE,§7 Текущие обязательства,Шаг алгоритма: 2. Построить lineages; Обязательное поведение: Source record не удаляется; связи доказуемы и версионны.; Блокировка: Ambiguous link.,Шаг алгоритма: 2. Построить lineages; Обязательное поведение: Source record не удаляется; связи доказуемы и версионны.; Блокировка: Ambiguous link.,,,,,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§7 Текущие обязательства,SRC-DOC-M03-I-00118,,,,MULTI_LAYER,,,,Шаг алгоритма: 2. Построить lineages; Обязательное поведение: Source record не удаляется; связи доказуемы и версионны.; Блокировка: Ambiguous link.,,Canonical source-backed rule
M03-REQ-0444,1.0,M03,Кредитная история,BUSINESS_RULE,§7 Текущие обязательства,"Шаг алгоритма: 3. Определить current node; Обязательное поведение: Сравнить record_as_of, phase и направление assignor → assignee.; Блокировка: AMBIGUOUS_CURRENT_NODE.","Шаг алгоритма: 3. Определить current node; Обязательное поведение: Сравнить record_as_of, phase и направление assignor → assignee.; Блокировка: AMBIGUOUS_CURRENT_NODE.",,,,,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§7 Текущие обязательства,SRC-DOC-M03-I-00119,,,,MULTI_LAYER,,,,"Шаг алгоритма: 3. Определить current node; Обязательное поведение: Сравнить record_as_of, phase и направление assignor → assignee.; Блокировка: AMBIGUOUS_CURRENT_NODE.",,Canonical source-backed rule
M03-REQ-0445,1.0,M03,Кредитная история,BUSINESS_RULE,§7 Текущие обязательства,Шаг алгоритма: 4. Отфильтровать current; Обязательное поведение: Только ACTIVE lineages; assigned-out predecessor и closed node исключаются.; Блокировка: UNKNOWN phase/current node.,Шаг алгоритма: 4. Отфильтровать current; Обязательное поведение: Только ACTIVE lineages; assigned-out predecessor и closed node исключаются.; Блокировка: UNKNOWN phase/current node.,,,,UNKNOWN,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§7 Текущие обязательства,SRC-DOC-M03-I-00120,,,,MULTI_LAYER,,,,Шаг алгоритма: 4. Отфильтровать current; Обязательное поведение: Только ACTIVE lineages; assigned-out predecessor и closed node исключаются.; Блокировка: UNKNOWN phase/current node.,,Canonical source-backed rule
M03-REQ-0446,1.0,M03,Кредитная история,VALIDATION,§7 Текущие обязательства,Шаг алгоритма: 5. Взять current amount; Обязательное поведение: Один validated outstanding на lineage; currency обязательна.; Блокировка: BLANK/UNREADABLE/UNKNOWN.,Шаг алгоритма: 5. Взять current amount; Обязательное поведение: Один validated outstanding на lineage; currency обязательна.; Блокировка: BLANK/UNREADABLE/UNKNOWN.,,,,BLANK|UNKNOWN,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§7 Текущие обязательства,SRC-DOC-M03-I-00121,,,,MULTI_LAYER,,,,Шаг алгоритма: 5. Взять current amount; Обязательное поведение: Один validated outstanding на lineage; currency обязательна.; Блокировка: BLANK/UNREADABLE/UNKNOWN.,,Canonical source-backed rule
M03-REQ-0447,1.0,M03,Кредитная история,BUSINESS_RULE,§7 Текущие обязательства,Шаг алгоритма: 6. Взять reported payment; Обязательное поведение: Сохранить payment kind и frequency; не оценивать bank-adjusted payment.; Блокировка: Critical payment unresolved.,Шаг алгоритма: 6. Взять reported payment; Обязательное поведение: Сохранить payment kind и frequency; не оценивать bank-adjusted payment.; Блокировка: Critical payment unresolved.,,,,,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§7 Текущие обязательства,SRC-DOC-M03-I-00122,,,CRITICAL,MULTI_LAYER,,,,Шаг алгоритма: 6. Взять reported payment; Обязательное поведение: Сохранить payment kind и frequency; не оценивать bank-adjusted payment.; Блокировка: Critical payment unresolved.,,Canonical source-backed rule
M03-REQ-0448,1.0,M03,Кредитная история,BUSINESS_RULE,§7 Текущие обязательства,Шаг алгоритма: 7. Сверить; Обязательное поведение: Totals должны пройти REC-005/REC-006/REC-009/REC-010.; Блокировка: Affected metric не публикуется.,Шаг алгоритма: 7. Сверить; Обязательное поведение: Totals должны пройти REC-005/REC-006/REC-009/REC-010.; Блокировка: Affected metric не публикуется.,,,,,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§7 Текущие обязательства,SRC-DOC-M03-I-00123,,,,MULTI_LAYER,,,,Шаг алгоритма: 7. Сверить; Обязательное поведение: Totals должны пройти REC-005/REC-006/REC-009/REC-010.; Блокировка: Affected metric не публикуется.,,Canonical source-backed rule
M03-REQ-0449,1.0,M03,Кредитная история,FORMULA,§7 Текущие обязательства,Шаг алгоритма: 8. Зафиксировать; Обязательное поведение: Профиль хранит input IDs и version формулы/profile.; Блокировка: Нет reproducibility.,Шаг алгоритма: 8. Зафиксировать; Обязательное поведение: Профиль хранит input IDs и version формулы/profile.; Блокировка: Нет reproducibility.,,,,,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§7 Текущие обязательства,SRC-DOC-M03-I-00124,,,,MULTI_LAYER,,,,Шаг алгоритма: 8. Зафиксировать; Обязательное поведение: Профиль хранит input IDs и version формулы/profile.; Блокировка: Нет reproducibility.,,Canonical source-backed rule
M03-REQ-0450,1.0,M03,Кредитная история,STATE,Текущие агрегаты,"Минимальный контракт: active_obligation_count, active_source_record_count, total_outstanding_by_currency, total_reported_payment_by_currency, current_overdue_amount_by_currency, active_current_delinquency_count, max_current_dpd, active_card_count, card_limits_by_currency, card_utilized_by_currency, active_mfo_count, active_guarantee_count, unknown_current_amount_count, stale_active_record_count, reconciliation_status.","Минимальный контракт: active_obligation_count, active_source_record_count, total_outstanding_by_currency, total_reported_payment_by_currency, current_overdue_amount_by_currency, active_current_delinquency_count, max_current_dpd, active_card_count, card_limits_by_currency, card_utilized_by_currency, active_mfo_count, active_guarantee_count, unknown_current_amount_count, stale_active_record_count, reconciliation_status.",,,,,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Текущие агрегаты,SRC-DOC-M03-I-00126,,,,MULTI_LAYER,,,,"Минимальный контракт: active_obligation_count, active_source_record_count, total_outstanding_by_currency, total_reported_payment_by_currency, current_overdue_amount_by_currency, active_current_delinquency_count, max_current_dpd, active_card_count, card_limits_by_currency, card_utilized_by_currency, active_mfo_count, active_guarantee_count, unknown_current_amount_count, stale_active_record_count, reconciliation_status.",,Canonical source-backed rule
M03-REQ-0451,1.0,M03,Кредитная история,BUSINESS_RULE,§8 Историческая кредитная история,"История хранит факты, которые важны для последующих модулей, но не являются текущей нагрузкой. Закрытие, реабилитация или уступка не стирают исходные события.","История хранит факты, которые важны для последующих модулей, но не являются текущей нагрузкой. Закрытие, реабилитация или уступка не стирают исходные события.",,,,,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§8 Историческая кредитная история,SRC-DOC-M03-I-00130,,,,MULTI_LAYER,,,,"История хранит факты, которые важны для последующих модулей, но не являются текущей нагрузкой. Закрытие, реабилитация или уступка не стирают исходные события.",,Canonical source-backed rule
M03-REQ-0452,1.0,M03,Кредитная история,BUSINESS_RULE,§8 Историческая кредитная история,Группа: Договоры; Хранить отдельно: Все 30 source blocks; 29 lineages; закрытые и старше пяти лет.; Не делать: Не включать закрытые линии в current debt.,Группа: Договоры; Хранить отдельно: Все 30 source blocks; 29 lineages; закрытые и старше пяти лет.; Не делать: Не включать закрытые линии в current debt.,,,,,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§8 Историческая кредитная история,SRC-DOC-M03-I-00132,,,,MULTI_LAYER,,,,Группа: Договоры; Хранить отдельно: Все 30 source blocks; 29 lineages; закрытые и старше пяти лет.; Не делать: Не включать закрытые линии в current debt.,,Canonical source-backed rule
M03-REQ-0453,1.0,M03,Кредитная история,BUSINESS_RULE,§8 Историческая кредитная история,"Группа: Просрочки; Хранить отдельно: Source rows with historical DPD, canonical lineages, lifetime max, monthly observations, estimated episodes/UNKNOWN.; Не делать: Не использовать термин «число просрочек» без единицы.","Группа: Просрочки; Хранить отдельно: Source rows with historical DPD, canonical lineages, lifetime max, monthly observations, estimated episodes/UNKNOWN.; Не делать: Не использовать термин «число просрочек» без единицы.",,,,UNKNOWN,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§8 Историческая кредитная история,SRC-DOC-M03-I-00133,,,,MULTI_LAYER,,,,"Группа: Просрочки; Хранить отдельно: Source rows with historical DPD, canonical lineages, lifetime max, monthly observations, estimated episodes/UNKNOWN.; Не делать: Не использовать термин «число просрочек» без единицы.",,Canonical source-backed rule
M03-REQ-0454,1.0,M03,Кредитная история,BUSINESS_RULE,§8 Историческая кредитная история,"Группа: МФО; Хранить отдельно: 24 source records, canonical MFO lineages, активность отдельно.; Не делать: Не показывать 24 как активные МФО.","Группа: МФО; Хранить отдельно: 24 source records, canonical MFO lineages, активность отдельно.; Не делать: Не показывать 24 как активные МФО.",,,,,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§8 Историческая кредитная история,SRC-DOC-M03-I-00134,,,,MULTI_LAYER,,,,"Группа: МФО; Хранить отдельно: 24 source records, canonical MFO lineages, активность отдельно.; Не делать: Не показывать 24 как активные МФО.",,Canonical source-backed rule
M03-REQ-0455,1.0,M03,Кредитная история,BUSINESS_RULE,§8 Историческая кредитная история,"Группа: События; Хранить отдельно: Уступка, коллектор, реструктуризация, списание, прощение, реабилитация.; Не делать: Не выводить phase из одного event.","Группа: События; Хранить отдельно: Уступка, коллектор, реструктуризация, списание, прощение, реабилитация.; Не делать: Не выводить phase из одного event.",,,,,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§8 Историческая кредитная история,SRC-DOC-M03-I-00135,,,,MULTI_LAYER,,,,"Группа: События; Хранить отдельно: Уступка, коллектор, реструктуризация, списание, прощение, реабилитация.; Не делать: Не выводить phase из одного event.",,Canonical source-backed rule
M03-REQ-0456,1.0,M03,Кредитная история,BUSINESS_RULE,§8 Историческая кредитная история,Группа: Заявки; Хранить отдельно: Уникальные source application IDs и события.; Не делать: Не merge по одинаковым банку/сумме/дате.,Группа: Заявки; Хранить отдельно: Уникальные source application IDs и события.; Не делать: Не merge по одинаковым банку/сумме/дате.,,,,,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§8 Историческая кредитная история,SRC-DOC-M03-I-00136,,,,MULTI_LAYER,,,,Группа: Заявки; Хранить отдельно: Уникальные source application IDs и события.; Не делать: Не merge по одинаковым банку/сумме/дате.,,Canonical source-backed rule
M03-REQ-0457,1.0,M03,Кредитная история,BUSINESS_RULE,§8 Историческая кредитная история,Группа: Запросы; Хранить отдельно: 130 строк; creditor/self/other/unknown; окна от report_at.; Не делать: UNKNOWN inquiry не считать creditor.,Группа: Запросы; Хранить отдельно: 130 строк; creditor/self/other/unknown; окна от report_at.; Не делать: UNKNOWN inquiry не считать creditor.,,,,UNKNOWN,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§8 Историческая кредитная история,SRC-DOC-M03-I-00137,,,,MULTI_LAYER,,,,Группа: Запросы; Хранить отдельно: 130 строк; creditor/self/other/unknown; окна от report_at.; Не делать: UNKNOWN inquiry не считать creditor.,,Canonical source-backed rule
M03-REQ-0458,1.0,M03,Кредитная история,BUSINESS_RULE,§8 Историческая кредитная история,"Группа: ПКР; Хранить отдельно: 636, класс raw, as_of 08.07.2024, issuer.; Не делать: Не называть CASA Score и не скрывать старую дату.","Группа: ПКР; Хранить отдельно: 636, класс raw, as_of 08.07.2024, issuer.; Не делать: Не называть CASA Score и не скрывать старую дату.",,,,,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§8 Историческая кредитная история,SRC-DOC-M03-I-00138,,,,MULTI_LAYER,,,,"Группа: ПКР; Хранить отдельно: 636, класс raw, as_of 08.07.2024, issuer.; Не делать: Не называть CASA Score и не скрывать старую дату.",,Canonical source-backed rule
M03-REQ-0459,1.0,M03,Кредитная история,PROVENANCE,§8 Историческая кредитная история,Группа: Госсведения внутри ПКО; Хранить отдельно: embedded_external_fact с page/evidence/date.; Не делать: Не подменять отдельную официальную проверку и не включать в debt metrics.,Группа: Госсведения внутри ПКО; Хранить отдельно: embedded_external_fact с page/evidence/date.; Не делать: Не подменять отдельную официальную проверку и не включать в debt metrics.,,,,,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§8 Историческая кредитная история,SRC-DOC-M03-I-00139,,,,DATA,,,,Группа: Госсведения внутри ПКО; Хранить отдельно: embedded_external_fact с page/evidence/date.; Не делать: Не подменять отдельную официальную проверку и не включать в debt metrics.,,Canonical source-backed rule
M03-REQ-0460,1.0,M03,Кредитная история,BUSINESS_RULE,§8 Историческая кредитная история,КРИТИЧЕСКИЙ ИНВАРИАНТ,КРИТИЧЕСКИЙ ИНВАРИАНТ,,,,,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§8 Историческая кредитная история,SRC-DOC-M03-I-00142,,,,MULTI_LAYER,,,,КРИТИЧЕСКИЙ ИНВАРИАНТ,,Canonical source-backed rule
M03-REQ-0461,1.0,M03,Кредитная история,BUSINESS_RULE,§9 Просрочки: current DPD ≠ historical DPD,ПРАВИЛО  Активная запись current DPD = 0 и lifetime max DPD = 60 означает: «Текущая просрочка — нет. Историческая просрочка — была». Lifetime max никогда не подставляется в current_dpd.: ПРАВИЛО  Активная запись current DPD = 0 и lifetime max DPD = 60 означает: «Текущая просрочка — нет. Историческая просрочка — была». Lifetime max никогда не подставляется в current_dpd.,ПРАВИЛО  Активная запись current DPD = 0 и lifetime max DPD = 60 означает: «Текущая просрочка — нет. Историческая просрочка — была». Lifetime max никогда не подставляется в current_dpd.: ПРАВИЛО  Активная запись current DPD = 0 и lifetime max DPD = 60 означает: «Текущая просрочка — нет. Историческая просрочка — была». Lifetime max никогда не подставляется в current_dpd.,,,,,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§9 Просрочки: current DPD ≠ historical DPD,SRC-DOC-M03-I-00144,,,,MULTI_LAYER,,,,ПРАВИЛО  Активная запись current DPD = 0 и lifetime max DPD = 60 означает: «Текущая просрочка — нет. Историческая просрочка — была». Lifetime max никогда не подставляется в current_dpd.: ПРАВИЛО  Активная запись current DPD = 0 и lifetime max DPD = 60 означает: «Текущая просрочка — нет. Историческая просрочка — была». Lifetime max никогда не подставляется в current_dpd.,,Canonical source-backed rule
M03-REQ-0462,1.0,M03,Кредитная история,FORBIDDEN,Алгоритм current delinquency,"Если current_dpd критичной активной линии BLANK/UNREADABLE/UNKNOWN, оба затронутых итога становятся UNKNOWN; уверенный ноль запрещён.",,"Если current_dpd критичной активной линии BLANK/UNREADABLE/UNKNOWN, оба затронутых итога становятся UNKNOWN; уверенный ноль запрещён.",,,BLANK|UNKNOWN,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Алгоритм current delinquency,SRC-DOC-M03-I-00157,,,,MULTI_LAYER,,,,"Если current_dpd критичной активной линии BLANK/UNREADABLE/UNKNOWN, оба затронутых итога становятся UNKNOWN; уверенный ноль запрещён.",,Canonical source-backed rule
M03-REQ-0463,1.0,M03,Кредитная история,PROVENANCE,Алгоритм current delinquency,"Закрытые и assigned-out records не входят в current count/amount, но остаются в истории с evidence.","Закрытые и assigned-out records не входят в current count/amount, но остаются в истории с evidence.",,,,,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Алгоритм current delinquency,SRC-DOC-M03-I-00158,,,,DATA,,,,"Закрытые и assigned-out records не входят в current count/amount, но остаются в истории с evidence.",,Canonical source-backed rule
M03-REQ-0464,1.0,M03,Кредитная история,ERROR,§9 Просрочки — UI и контроль ошибки,"Слой: Модель данных; Обязательная защита: current_dpd, delinquency_as_of, max_dpd_lifetime_reported и monthly observations — разные поля/типы.; Проверка: Schema/unit tests.","Слой: Модель данных; Обязательная защита: current_dpd, delinquency_as_of, max_dpd_lifetime_reported и monthly observations — разные поля/типы.; Проверка: Schema/unit tests.",,,,,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§9 Просрочки — UI и контроль ошибки,SRC-DOC-M03-I-00162,,,,DATA|QA,,,,"Слой: Модель данных; Обязательная защита: current_dpd, delinquency_as_of, max_dpd_lifetime_reported и monthly observations — разные поля/типы.; Проверка: Schema/unit tests.",,Canonical source-backed rule
M03-REQ-0465,1.0,M03,Кредитная история,ERROR,§9 Просрочки — UI и контроль ошибки,"Слой: Алгоритм; Обязательная защита: Current metrics читают только current node.current_dpd; historical aggregator не используется.; Проверка: CH-036, CH-053, CH-056, CH-061.","Слой: Алгоритм; Обязательная защита: Current metrics читают только current node.current_dpd; historical aggregator не используется.; Проверка: CH-036, CH-053, CH-056, CH-061.",,,,,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§9 Просрочки — UI и контроль ошибки,SRC-DOC-M03-I-00163,CH-036|CH-053|CH-056|CH-061,,,MULTI_LAYER,,,,"Слой: Алгоритм; Обязательная защита: Current metrics читают только current node.current_dpd; historical aggregator не используется.; Проверка: CH-036, CH-053, CH-056, CH-061.",,Canonical source-backed rule
M03-REQ-0466,1.0,M03,Кредитная история,ERROR,§9 Просрочки — UI и контроль ошибки,Слой: UI; Обязательная защита: В current card: current count/max. В History: lifetime max и события. Подписи не взаимозаменяемы.; Проверка: AT-CH-UX-001; CH-089/090 context.,Слой: UI; Обязательная защита: В current card: current count/max. В History: lifetime max и события. Подписи не взаимозаменяемы.; Проверка: AT-CH-UX-001; CH-089/090 context.,,,,,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§9 Просрочки — UI и контроль ошибки,SRC-DOC-M03-I-00164,AT-CH-UX-001|CH-089,,,FRONTEND,,,,Слой: UI; Обязательная защита: В current card: current count/max. В History: lifetime max и события. Подписи не взаимозаменяемы.; Проверка: AT-CH-UX-001; CH-089/090 context.,,Canonical source-backed rule
M03-REQ-0467,1.0,M03,Кредитная история,ERROR,§9 Просрочки — UI и контроль ошибки,Слой: Regression; Обязательная защита: FX-CH-REG-001 обязан дать active_current_delinquency_count=0 и max_current_dpd=0 при historical max=1919.; Проверка: AT-CH-BUG-001 / BUG-CH-001.,Слой: Regression; Обязательная защита: FX-CH-REG-001 обязан дать active_current_delinquency_count=0 и max_current_dpd=0 при historical max=1919.; Проверка: AT-CH-BUG-001 / BUG-CH-001.,,,,,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§9 Просрочки — UI и контроль ошибки,SRC-DOC-M03-I-00165,CH-REG-001|AT-CH-BUG-001|CH-001,,,MULTI_LAYER,,,,Слой: Regression; Обязательная защита: FX-CH-REG-001 обязан дать active_current_delinquency_count=0 и max_current_dpd=0 при historical max=1919.; Проверка: AT-CH-BUG-001 / BUG-CH-001.,,Canonical source-backed rule
M03-REQ-0468,1.0,M03,Кредитная история,ERROR,§9 Просрочки — UI и контроль ошибки,"Слой: Snapshot; Обязательная защита: Оба значения и evidence/version фиксируются отдельно; UNKNOWN блокирует уверенный ноль.; Проверка: CH-040, CH-077.","Слой: Snapshot; Обязательная защита: Оба значения и evidence/version фиксируются отдельно; UNKNOWN блокирует уверенный ноль.; Проверка: CH-040, CH-077.",,,,UNKNOWN,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§9 Просрочки — UI и контроль ошибки,SRC-DOC-M03-I-00166,CH-040|CH-077,,,DATA,,,,"Слой: Snapshot; Обязательная защита: Оба значения и evidence/version фиксируются отдельно; UNKNOWN блокирует уверенный ноль.; Проверка: CH-040, CH-077.",,Canonical source-backed rule
M03-REQ-0469,1.0,M03,Кредитная история,BUSINESS_RULE,Пользовательское отображение,Ситуация: Все 3 current DPD подтверждены = 0; Показывать: «Текущая просрочка: 0 обязательств; максимум: 0 дней».; Не показывать: Lifetime 1919 в текущей карточке.,Ситуация: Все 3 current DPD подтверждены = 0; Показывать: «Текущая просрочка: 0 обязательств; максимум: 0 дней».; Не показывать: Lifetime 1919 в текущей карточке.,,,,,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Пользовательское отображение,SRC-DOC-M03-I-00169,,,,MULTI_LAYER,,,,Ситуация: Все 3 current DPD подтверждены = 0; Показывать: «Текущая просрочка: 0 обязательств; максимум: 0 дней».; Не показывать: Lifetime 1919 в текущей карточке.,,Canonical source-backed rule
M03-REQ-0470,1.0,M03,Кредитная история,BUSINESS_RULE,Пользовательское отображение,"Ситуация: Active current DPD=0; lifetime=60; Показывать: Current: «нет»; History: «была, максимум 60 дней».; Не показывать: «Текущая просрочка 60 дней».","Ситуация: Active current DPD=0; lifetime=60; Показывать: Current: «нет»; History: «была, максимум 60 дней».; Не показывать: «Текущая просрочка 60 дней».",,,,,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Пользовательское отображение,SRC-DOC-M03-I-00170,,,,MULTI_LAYER,,,,"Ситуация: Active current DPD=0; lifetime=60; Показывать: Current: «нет»; History: «была, максимум 60 дней».; Не показывать: «Текущая просрочка 60 дней».",,Canonical source-backed rule
M03-REQ-0471,1.0,M03,Кредитная история,BUSINESS_RULE,Пользовательское отображение,"Ситуация: Closed record lifetime=1919; Показывать: Только History, с пометкой «закрытая линия».; Не показывать: В current debt/count.","Ситуация: Closed record lifetime=1919; Показывать: Только History, с пометкой «закрытая линия».; Не показывать: В current debt/count.",,,,,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Пользовательское отображение,SRC-DOC-M03-I-00171,,,,MULTI_LAYER,,,,"Ситуация: Closed record lifetime=1919; Показывать: Только History, с пометкой «закрытая линия».; Не показывать: В current debt/count.",,Canonical source-backed rule
M03-REQ-0472,1.0,M03,Кредитная история,FORBIDDEN,Пользовательское отображение,Ситуация: Хотя бы один critical current DPD неизвестен; Показывать: «Текущую просрочку нельзя определить: проверьте 1 обязательство».; Не показывать: «0» / «нет просрочки».,,Ситуация: Хотя бы один critical current DPD неизвестен; Показывать: «Текущую просрочку нельзя определить: проверьте 1 обязательство».; Не показывать: «0» / «нет просрочки».,,,,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Пользовательское отображение,SRC-DOC-M03-I-00172,,,CRITICAL,MULTI_LAYER,,,,Ситуация: Хотя бы один critical current DPD неизвестен; Показывать: «Текущую просрочку нельзя определить: проверьте 1 обязательство».; Не показывать: «0» / «нет просрочки».,,Canonical source-backed rule
