contract_id,module_id,object_name,field_name,field_path,contract_version,type,unit,required,nullable,allowed_states,source_owner,meaning,must_not_mean,validation,versioning,provenance_required,evidence_required,source_documents,source_sections,source_extract_ids,notes
DC-M05-CAN-0002,M05,client_profile_snapshot,as_of,client_profile_snapshot.as_of,,,,,,,M05,"schema_version, snapshot_id, case_id, as_of, input_hashes | immutable/versioned/replayable",,,"schema_version, snapshot_id, case_id, as_of, input_hashes | immutable/versioned/replayable",,,M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§23 Snapshot / downstream contract,SRC-DOC-M05-I-00275,"Блок snapshot: Envelope; Содержание: schema_version, snapshot_id, case_id, as_of, input_hashes; Инвариант: immutable/versioned/replayable"
DC-M05-CAN-0003,M05,client_profile_snapshot,case_id,client_profile_snapshot.case_id,,,,,,,M05,"schema_version, snapshot_id, case_id, as_of, input_hashes | immutable/versioned/replayable",,,"schema_version, snapshot_id, case_id, as_of, input_hashes | immutable/versioned/replayable",,,M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§23 Snapshot / downstream contract,SRC-DOC-M05-I-00275,"Блок snapshot: Envelope; Содержание: schema_version, snapshot_id, case_id, as_of, input_hashes; Инвариант: immutable/versioned/replayable"
DC-M05-CAN-0004,M05,client_profile_snapshot,credit_history_snapshot_id,client_profile_snapshot.credit_history_snapshot_id,,,,,,,M05,iin_check_batch_id → M02 client_check_batch.batch_id; credit_history_snapshot_id; pension_snapshot_id + selected hashes/quality refs | новой IIN snapshot entity нет; никакого raw PDF,,,,,,M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§23 Snapshot / downstream contract,SRC-DOC-M05-I-00277,Блок snapshot: Upstream; Содержание: iin_check_batch_id → M02 client_check_batch.batch_id; credit_history_snapshot_id; pension_snapshot_id + selected hashes/quality refs; Инвариант: новой IIN snapshot entity нет; никакого raw PDF
DC-M05-CAN-0005,M05,client_profile_snapshot,iin_check_batch_id,client_profile_snapshot.iin_check_batch_id,,,,,,,M05,iin_check_batch_id → M02 client_check_batch.batch_id; credit_history_snapshot_id; pension_snapshot_id + selected hashes/quality refs | новой IIN snapshot entity нет; никакого raw PDF,,,,,,M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§23 Snapshot / downstream contract,SRC-DOC-M05-I-00277,Блок snapshot: Upstream; Содержание: iin_check_batch_id → M02 client_check_batch.batch_id; credit_history_snapshot_id; pension_snapshot_id + selected hashes/quality refs; Инвариант: новой IIN snapshot entity нет; никакого raw PDF
DC-M05-CAN-0006,M05,client_profile_snapshot,input_hashes,client_profile_snapshot.input_hashes,,,,,,,M05,"schema_version, snapshot_id, case_id, as_of, input_hashes | immutable/versioned/replayable",,,"schema_version, snapshot_id, case_id, as_of, input_hashes | immutable/versioned/replayable",,,M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§23 Snapshot / downstream contract,SRC-DOC-M05-I-00275,"Блок snapshot: Envelope; Содержание: schema_version, snapshot_id, case_id, as_of, input_hashes; Инвариант: immutable/versioned/replayable"
DC-M05-CAN-0007,M05,client_profile_snapshot,pension_snapshot_id,client_profile_snapshot.pension_snapshot_id,,,,,,,M05,iin_check_batch_id → M02 client_check_batch.batch_id; credit_history_snapshot_id; pension_snapshot_id + selected hashes/quality refs | новой IIN snapshot entity нет; никакого raw PDF,,,,,,M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§23 Snapshot / downstream contract,SRC-DOC-M05-I-00277,Блок snapshot: Upstream; Содержание: iin_check_batch_id → M02 client_check_batch.batch_id; credit_history_snapshot_id; pension_snapshot_id + selected hashes/quality refs; Инвариант: новой IIN snapshot entity нет; никакого raw PDF
DC-M05-CAN-0008,M05,client_profile_snapshot,schema_version,client_profile_snapshot.schema_version,,,,,,,M05,"schema_version, snapshot_id, case_id, as_of, input_hashes | immutable/versioned/replayable",,,"schema_version, snapshot_id, case_id, as_of, input_hashes | immutable/versioned/replayable",,,M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§23 Snapshot / downstream contract,SRC-DOC-M05-I-00275,"Блок snapshot: Envelope; Содержание: schema_version, snapshot_id, case_id, as_of, input_hashes; Инвариант: immutable/versioned/replayable"
DC-M05-CAN-0009,M05,client_profile_snapshot,snapshot_id,client_profile_snapshot.snapshot_id,,,,,,,M05,"schema_version, snapshot_id, case_id, as_of, input_hashes | immutable/versioned/replayable",,,"schema_version, snapshot_id, case_id, as_of, input_hashes | immutable/versioned/replayable",,,M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§23 Snapshot / downstream contract,SRC-DOC-M05-I-00275,"Блок snapshot: Envelope; Содержание: schema_version, snapshot_id, case_id, as_of, input_hashes; Инвариант: immutable/versioned/replayable"
DC-M05-CAN-0010,M05,client_profile_snapshot,upstream_hashes,client_profile_snapshot.upstream_hashes,,,,,,,M05,iin_check_batch_id → M02 client_check_batch.batch_id; credit_history_snapshot_id; pension_snapshot_id + selected hashes/quality refs | новой IIN snapshot entity нет; никакого raw PDF,,,,,,M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§23 Snapshot / downstream contract,SRC-DOC-M05-I-00277,Блок snapshot: Upstream; Содержание: iin_check_batch_id → M02 client_check_batch.batch_id; credit_history_snapshot_id; pension_snapshot_id + selected hashes/quality refs; Инвариант: новой IIN snapshot entity нет; никакого raw PDF
DC-M05-CAN-0011,M05,client_profile_snapshot,upstream_quality_refs,client_profile_snapshot.upstream_quality_refs,,,,,,,M05,iin_check_batch_id → M02 client_check_batch.batch_id; credit_history_snapshot_id; pension_snapshot_id + selected hashes/quality refs | новой IIN snapshot entity нет; никакого raw PDF,,,,,,M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§23 Snapshot / downstream contract,SRC-DOC-M05-I-00277,Блок snapshot: Upstream; Содержание: iin_check_batch_id → M02 client_check_batch.batch_id; credit_history_snapshot_id; pension_snapshot_id + selected hashes/quality refs; Инвариант: новой IIN snapshot entity нет; никакого raw PDF
DC-M05-CAN-0012,M05,down_payment_source,Assets,down_payment_source.assets,,,,,,,M05,owner/value-or-amount/status/availability/link/reconciliation | asset/collateral не cash,owner/value-or-amount/status/availability/link/reconciliation | asset/collateral не cash,,,TRUE,,M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§23 Snapshot / downstream contract,SRC-DOC-M05-I-00280,Блок snapshot: Assets / down_payment_sources; Содержание: owner/value-or-amount/status/availability/link/reconciliation; Инвариант: asset/collateral не cash
DC-M05-CAN-0013,M05,down_payment_source,declared_available_down_payment,down_payment_source.declared_available_down_payment,,Money?,,,,,M05,Money? | быстрый верхнеуровневый ответ; итог должен сходиться с down_payment_source после заполнения,,,,TRUE,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21,§4 Цель покупки и бюджет,SRC-DOC-M05-P-00052,Поле: declared_available_down_payment; Тип / значения: Money?; Правило: быстрый верхнеуровневый ответ; итог должен сходиться с down_payment_source после заполнения
DC-M05-CAN-0014,M05,down_payment_source,down_payment_sources,down_payment_source.down_payment_sources,,,,,,,M05,owner/value-or-amount/status/availability/link/reconciliation | asset/collateral не cash,owner/value-or-amount/status/availability/link/reconciliation | asset/collateral не cash,,,TRUE,,M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§23 Snapshot / downstream contract,SRC-DOC-M05-I-00280,Блок snapshot: Assets / down_payment_sources; Содержание: owner/value-or-amount/status/availability/link/reconciliation; Инвариант: asset/collateral не cash
DC-M05-CAN-0015,M05,down_payment_source,sources total,down_payment_source.sources_total,,,,,,,M05,Сумма денежных down_payment_sources по совместимой валюте и status; additional collateral отдельно.,,,,TRUE,,M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§14 Down payment reconciliation,SRC-DOC-M05-I-00176,Показатель: sources total; Точная семантика M05: Сумма денежных down_payment_sources по совместимой валюте и status; additional collateral отдельно.
DC-M05-CAN-0016,M05,employment,employer_or_business_identifier,employment.employer_or_business_identifier,,string?,,,,,M05,string? | БИН/ИИН только если известен/подтверждён; masked/minimized.,,,,,,M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§9 Employment,SRC-DOC-M05-I-00110,Поле: employer_or_business_identifier; Тип / enum: string?; Правило: БИН/ИИН только если известен/подтверждён; masked/minimized.
DC-M05-CAN-0017,M05,employment,employment_id,employment.employment_id,,,,,,,M05,ID | отдельная запись на каждое место работы/бизнес,,,,,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21,§6 Занятость,SRC-DOC-M05-P-00071,Поле: employment_id; Тип / enum: ID; Правило: отдельная запись на каждое место работы/бизнес
DC-M05-CAN-0018,M05,employment,employment_status,employment.employment_status,,,,,,,M05,CURRENT / PREVIOUS / PROBATION / LEAVE / MATERNITY_LEAVE / ENDED / UNVERIFIED|статус занятости ≠ вид дохода|Статус занятости не является видом/принятием дохода.,CURRENT / PREVIOUS / PROBATION / LEAVE / MATERNITY_LEAVE / ENDED / UNVERIFIED|Статус занятости не является видом/принятием дохода.,,,,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21|M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§6 Занятость|§9 Employment,SRC-DOC-M05-P-00078|SRC-DOC-M05-I-00112,Поле: employment_status; Тип / enum: CURRENT / PREVIOUS / PROBATION / LEAVE / MATERNITY_LEAVE / ENDED / UNVERIFIED; Правило: статус занятости ≠ вид дохода|Поле: employment_status; Тип / enum: CURRENT / PREVIOUS / PROBATION / LEAVE / MATERNITY_LEAVE / ENDED / UNVERIFIED; Правило: Статус занятости не является видом/принятием дохода.
DC-M05-CAN-0019,M05,employment,employment_type,employment.employment_type,,Bank mapping отсутствует; enum registry versioned.,,,,,M05,EMPLOYEE / IP_BUSINESS / SELF_EMPLOYED / BUSINESS_OWNER / PUBLIC_SERVICE / MILITARY / NOT_EMPLOYED / OTHER|классификация анкеты; bank-specific mapping позже|Bank mapping отсутствует; enum registry versioned.,,,EMPLOYEE / IP_BUSINESS / SELF_EMPLOYED / BUSINESS_OWNER / PUBLIC_SERVICE / MILITARY / NOT_EMPLOYED / OTHER|Bank mapping отсутствует; enum registry versioned.,,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21|M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§6 Занятость|§9 Employment,SRC-DOC-M05-P-00073|SRC-DOC-M05-I-00108,Поле: employment_type; Тип / enum: EMPLOYEE / IP_BUSINESS / SELF_EMPLOYED / BUSINESS_OWNER / PUBLIC_SERVICE / MILITARY / NOT_EMPLOYED / OTHER; Правило: классификация анкеты; bank-specific mapping позже|Поле: employment_type; Тип / enum: EMPLOYEE / IP_BUSINESS / SELF_EMPLOYED / BUSINESS_OWNER / PUBLIC_SERVICE / MILITARY / NOT_EMPLOYED / OTHER; Правило: Bank mapping отсутствует; enum registry versioned.
DC-M05-CAN-0020,M05,employment,end_date,employment.end_date,,date/month,MONTH,,,,M05,date/month | Точность даты отдельно; end_date для previous/ended.,,,,,,M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§9 Employment,SRC-DOC-M05-I-00111,Поле: start_date / end_date; Тип / enum: date/month; Правило: Точность даты отдельно; end_date для previous/ended.
DC-M05-CAN-0021,M05,employment,evidence_status,employment.evidence_status,,,,,,VERIFIED|CONFLICT,M05,NONE / REQUESTED / VERIFIED / CONFLICT / EXPIRED | Evidence status не равен bank acceptance.,NONE / REQUESTED / VERIFIED / CONFLICT / EXPIRED | Evidence status не равен bank acceptance.,,,TRUE,TRUE,M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§9 Employment,SRC-DOC-M05-I-00114,Поле: evidence_status; Тип / enum: NONE / REQUESTED / VERIFIED / CONFLICT / EXPIRED; Правило: Evidence status не равен bank acceptance.
DC-M05-CAN-0022,M05,employment,position,employment.position,,string?,,TRUE,,,M05,string? | Опционально; не обязательна для быстрого intake.,string? | Опционально; не обязательна для быстрого intake.,,,,,M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§9 Employment,SRC-DOC-M05-I-00113,Поле: position; Тип / enum: string?; Правило: Опционально; не обязательна для быстрого intake.
DC-M05-CAN-0023,M05,employment,start_date,employment.start_date,,date/month,MONTH,,,,M05,date/month | Точность даты отдельно; end_date для previous/ended.,,,,,,M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§9 Employment,SRC-DOC-M05-I-00111,Поле: start_date / end_date; Тип / enum: date/month; Правило: Точность даты отдельно; end_date для previous/ended.
DC-M05-CAN-0024,M05,income_source,amount,income_source.amount,,Decimal; заявленная сумма отдельно от verified amount и estimated pension base|Decimal; declared amount отдельно от verified amount и estimated pension base.,,,,VERIFIED|DECLARED,M05,Decimal; заявленная сумма отдельно от verified amount и estimated pension base|Decimal; declared amount отдельно от verified amount и estimated pension base.,,,,TRUE,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21|M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§7 Источники дохода|§10 Income sources,SRC-DOC-M05-P-00095|SRC-DOC-M05-I-00133,Поле income_source: amount + currency; Правило: Decimal; заявленная сумма отдельно от verified amount и estimated pension base|Поле income_source: amount + currency; Контракт: Decimal; declared amount отдельно от verified amount и estimated pension base.
DC-M05-CAN-0025,M05,income_source,bank_acceptance,income_source.bank_acceptance,,,,,,,M05,ОТСУТСТВУЕТ в этом блоке|Поля нет. accepted_income_by_bank запрещён.,Поля нет. accepted_income_by_bank запрещён.,,,TRUE,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21|M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§7 Источники дохода|§10 Income sources,SRC-DOC-M05-P-00101|SRC-DOC-M05-I-00139,Поле income_source: bank_acceptance; Правило: ОТСУТСТВУЕТ в этом блоке|Поле income_source: bank_acceptance; Контракт: Поля нет. accepted_income_by_bank запрещён.
DC-M05-CAN-0026,M05,income_source,confirmation_method,income_source.confirmation_method,,,,,,DECLARED,M05,DECLARED / DOCUMENT / BANK_STATEMENT / TAX / PENSION_RELATED / OTHER|DECLARED / DOCUMENT / BANK_STATEMENT / TAX / PENSION_RELATED / OTHER.,,,,TRUE,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21|M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§7 Источники дохода|§10 Income sources,SRC-DOC-M05-P-00098|SRC-DOC-M05-I-00136,Поле income_source: confirmation_method; Правило: DECLARED / DOCUMENT / BANK_STATEMENT / TAX / PENSION_RELATED / OTHER|Поле income_source: confirmation_method; Контракт: DECLARED / DOCUMENT / BANK_STATEMENT / TAX / PENSION_RELATED / OTHER.
DC-M05-CAN-0027,M05,income_source,currency,income_source.currency,,Decimal; заявленная сумма отдельно от verified amount и estimated pension base|Decimal; declared amount отдельно от verified amount и estimated pension base.,,,,VERIFIED|DECLARED,M05,Decimal; заявленная сумма отдельно от verified amount и estimated pension base|Decimal; declared amount отдельно от verified amount и estimated pension base.,,,,TRUE,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21|M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§7 Источники дохода|§10 Income sources,SRC-DOC-M05-P-00095|SRC-DOC-M05-I-00133,Поле income_source: amount + currency; Правило: Decimal; заявленная сумма отдельно от verified amount и estimated pension base|Поле income_source: amount + currency; Контракт: Decimal; declared amount отдельно от verified amount и estimated pension base.
DC-M05-CAN-0028,M05,income_source,Employments,income_source.employments,,,,,TRUE,UNKNOWN|VERIFIED,M05,owner/type/amount-or-UNKNOWN/periodicity/status/evidence refs | VERIFIED ≠ bank accepted,,,,TRUE,TRUE,M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§23 Snapshot / downstream contract,SRC-DOC-M05-I-00279,Блок snapshot: Employments / income_sources; Содержание: owner/type/amount-or-UNKNOWN/periodicity/status/evidence refs; Инвариант: VERIFIED ≠ bank accepted
DC-M05-CAN-0029,M05,income_source,end_date,income_source.end_date,,,,,TRUE,UNKNOWN,M05,период существования источника; UNKNOWN допустим|Период существования; UNKNOWN допустим.,,,,TRUE,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21|M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§7 Источники дохода|§10 Income sources,SRC-DOC-M05-P-00097|SRC-DOC-M05-I-00135,Поле income_source: start_date / end_date; Правило: период существования источника; UNKNOWN допустим|Поле income_source: start_date / end_date; Контракт: Период существования; UNKNOWN допустим.
DC-M05-CAN-0030,M05,income_source,income_sources,income_source.income_sources,,,,,TRUE,UNKNOWN|VERIFIED,M05,owner/type/amount-or-UNKNOWN/periodicity/status/evidence refs | VERIFIED ≠ bank accepted,,,,TRUE,TRUE,M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§23 Snapshot / downstream contract,SRC-DOC-M05-I-00279,Блок snapshot: Employments / income_sources; Содержание: owner/type/amount-or-UNKNOWN/periodicity/status/evidence refs; Инвариант: VERIFIED ≠ bank accepted
DC-M05-CAN-0031,M05,income_source,periodicity,income_source.periodicity,,,MONTH,,TRUE,UNKNOWN,M05,MONTHLY / WEEKLY / QUARTERLY / ANNUAL / IRREGULAR / ONE_OFF / UNKNOWN|MONTHLY / WEEKLY / QUARTERLY / ANNUAL / IRREGULAR / ONE_OFF / UNKNOWN.,,,,TRUE,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21|M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§7 Источники дохода|§10 Income sources,SRC-DOC-M05-P-00096|SRC-DOC-M05-I-00134,Поле income_source: periodicity; Правило: MONTHLY / WEEKLY / QUARTERLY / ANNUAL / IRREGULAR / ONE_OFF / UNKNOWN|Поле income_source: periodicity; Контракт: MONTHLY / WEEKLY / QUARTERLY / ANNUAL / IRREGULAR / ONE_OFF / UNKNOWN.
DC-M05-CAN-0032,M05,income_source,source_snapshot_refs,income_source.source_snapshot_refs,,,,,,,M05,ссылки на pension/client docs; не копировать raw PDF data|Ссылки на upstream/client documents; raw PDF data не копируется.,ссылки на pension/client docs; не копировать raw PDF data|Ссылки на upstream/client documents; raw PDF data не копируется.,,,TRUE,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21|M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§7 Источники дохода|§10 Income sources,SRC-DOC-M05-P-00100|SRC-DOC-M05-I-00138,Поле income_source: source_snapshot_refs; Правило: ссылки на pension/client docs; не копировать raw PDF data|Поле income_source: source_snapshot_refs; Контракт: Ссылки на upstream/client documents; raw PDF data не копируется.
DC-M05-CAN-0033,M05,income_source,start_date,income_source.start_date,,,,,TRUE,UNKNOWN,M05,период существования источника; UNKNOWN допустим|Период существования; UNKNOWN допустим.,,,,TRUE,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21|M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§7 Источники дохода|§10 Income sources,SRC-DOC-M05-P-00097|SRC-DOC-M05-I-00135,Поле income_source: start_date / end_date; Правило: период существования источника; UNKNOWN допустим|Поле income_source: start_date / end_date; Контракт: Период существования; UNKNOWN допустим.
DC-M05-CAN-0034,M05,income_source,verification_status,income_source.verification_status,,,,,TRUE,DECLARED|VERIFIED|CONFLICT|UNKNOWN|STALE,M05,DECLARED / EVIDENCE_REQUESTED / VERIFIED / CONFLICT / EXPIRED|DECLARED / EVIDENCE_REQUESTED / VERIFIED / CONFLICT / EXPIRED; общая field quality отдельно включает UNKNOWN/STALE/CORRECTED.,,,,TRUE,TRUE,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21|M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§7 Источники дохода|§10 Income sources,SRC-DOC-M05-P-00099|SRC-DOC-M05-I-00137,Поле income_source: verification_status; Правило: DECLARED / EVIDENCE_REQUESTED / VERIFIED / CONFLICT / EXPIRED|Поле income_source: verification_status; Контракт: DECLARED / EVIDENCE_REQUESTED / VERIFIED / CONFLICT / EXPIRED; общая field quality отдельно включает UNKNOWN/STALE/CORRECTED.
DC-M05-CAN-0035,M05,non_credit_commitment,Non-credit commitments,non_credit_commitment.non_credit_commitments,,,,,,,M05,neutral commitments outside M03 | bank treatment later,,,,,,M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§23 Snapshot / downstream contract,SRC-DOC-M05-I-00281,Блок snapshot: Non-credit commitments; Содержание: neutral commitments outside M03; Инвариант: bank treatment later
DC-M05-CAN-0036,M05,participant,borrower,participant.borrower,,,,,,,M05,физическое лицо с ролью в деле,,,,,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21,§14 Каноническая модель и snapshot,SRC-DOC-M05-P-00195,Сущность: participant / borrower; Назначение: физическое лицо с ролью в деле
DC-M05-CAN-0037,M05,participant,borrower.role,participant.borrower.role,,,,TRUE,,,M05,да | PRIMARY_BORROWER / SPOUSE / OTHER_PARTICIPANT; co-borrower — отдельная роль/связь,,,,,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21,§5 Участники и семейный контур,SRC-DOC-M05-P-00059,Сущность / поле: borrower.role; Обязательно: да; Решение: PRIMARY_BORROWER / SPOUSE / OTHER_PARTICIPANT; co-borrower — отдельная роль/связь
DC-M05-CAN-0038,M05,participant,citizenship/residency_status,participant.citizenship_residency_status,,,,TRUE,,,M05,Нейтральный факт для будущих программ; источник/status обязательны. | Не eligibility и не bank verdict.,Нейтральный факт для будущих программ; источник/status обязательны. | Не eligibility и не bank verdict.,,,TRUE,,M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§7 Participant / household,SRC-DOC-M05-I-00089,Объект / поле: citizenship/residency_status; Правило: Нейтральный факт для будущих программ; источник/status обязательны.; Owner / isolation: Не eligibility и не bank verdict.
DC-M05-CAN-0039,M05,participant,co_borrower_relation,participant.co_borrower_relation,,,,,,,M05,Отдельная роль/связь; поддерживает ordinal и relationship_to_primary. | Отдельный participant; никакого наследования данных/consent.,,,,,,M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§7 Participant / household,SRC-DOC-M05-I-00084,Объект / поле: co_borrower_relation; Правило: Отдельная роль/связь; поддерживает ordinal и relationship_to_primary.; Owner / isolation: Отдельный participant; никакого наследования данных/consent.
DC-M05-CAN-0040,M05,participant,employment_id,participant.employment_id,,,,TRUE,,,M05,ID | Отдельная запись на каждую работу/бизнес; owner обязателен.,,,,,,M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§9 Employment,SRC-DOC-M05-I-00107,Поле: employment_id / participant_id; Тип / enum: ID; Правило: Отдельная запись на каждую работу/бизнес; owner обязателен.
DC-M05-CAN-0041,M05,participant,household.dependent_count,participant.household.dependent_count,,,,,,,M05,Условное целое; имена иждивенцев без причины не нужны. | Минимизация PII.,Условное целое; имена иждивенцев без причины не нужны. | Минимизация PII.,,,,,M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§7 Participant / household,SRC-DOC-M05-I-00087,Объект / поле: household.dependent_count; Правило: Условное целое; имена иждивенцев без причины не нужны.; Owner / isolation: Минимизация PII.
DC-M05-CAN-0042,M05,participant,household.member_count,participant.household.member_count,,,,TRUE,,,M05,"Семейный контур; required по Spec. | Case-level summary, но source/actor/status сохраняются.",,,,TRUE,,M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§7 Participant / household,SRC-DOC-M05-I-00086,"Объект / поле: household.member_count; Правило: Семейный контур; required по Spec.; Owner / isolation: Case-level summary, но source/actor/status сохраняются."
DC-M05-CAN-0043,M05,participant,marital_status,participant.marital_status,,,,,,DECLARED|VERIFIED,M05,DECLARED/VERIFIED; не выводится из household автоматически. | Participant-specific revision/evidence.,DECLARED/VERIFIED; не выводится из household автоматически. | Participant-specific revision/evidence.,,,TRUE,TRUE,M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§7 Participant / household,SRC-DOC-M05-I-00088,Объект / поле: marital_status; Правило: DECLARED/VERIFIED; не выводится из household автоматически.; Owner / isolation: Participant-specific revision/evidence.
DC-M05-CAN-0044,M05,participant,OTHER_PARTICIPANT,participant.other_participant,,,,,,,M05,"Только при реальной необходимости, предусмотренной registry/spec. | Purpose-bound; не собирать данные «на всякий случай».","Только при реальной необходимости, предусмотренной registry/spec. | Purpose-bound; не собирать данные «на всякий случай».",,,,,M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§7 Participant / household,SRC-DOC-M05-I-00085,"Объект / поле: OTHER_PARTICIPANT; Правило: Только при реальной необходимости, предусмотренной registry/spec.; Owner / isolation: Purpose-bound; не собирать данные «на всякий случай»."
DC-M05-CAN-0045,M05,participant,participant,participant.participant,,,,,,,M05,физическое лицо с ролью в деле,,,,,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21,§14 Каноническая модель и snapshot,SRC-DOC-M05-P-00195,Сущность: participant / borrower; Назначение: физическое лицо с ролью в деле
DC-M05-CAN-0046,M05,participant,participant consent status,participant.participant_consent_status,,,,TRUE,,,M05,для соответствующих обработок | согласие принадлежит конкретному субъекту; не наследуется от основного заёмщика,для соответствующих обработок | согласие принадлежит конкретному субъекту; не наследуется от основного заёмщика,,,,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21,§5 Участники и семейный контур,SRC-DOC-M05-P-00067,Сущность / поле: participant consent status; Обязательно: для соответствующих обработок; Решение: согласие принадлежит конкретному субъекту; не наследуется от основного заёмщика
DC-M05-CAN-0047,M05,participant,participant_id,participant.participant_id,,,,TRUE,,,M05,ID|владелец занятости|Отдельная запись на каждую работу/бизнес; owner обязателен.,,,,,,04_CASA_Pro_Client_Profile_Final_Spec_KZ_2026-08-21|M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§6 Занятость|§9 Employment,SRC-DOC-M05-P-00072|SRC-DOC-M05-I-00107,Поле: participant_id; Тип / enum: ID; Правило: владелец занятости|Поле: employment_id / participant_id; Тип / enum: ID; Правило: Отдельная запись на каждую работу/бизнес; owner обязателен.
DC-M05-CAN-0048,M05,participant,Participants,participant.participants,,,,,,,M05,"participant_id, role; M01 binding/included context | данные не смешиваются","participant_id, role; M01 binding/included context | данные не смешиваются",,,,,M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§23 Snapshot / downstream contract,SRC-DOC-M05-I-00276,"Блок snapshot: Participants; Содержание: participant_id, role; M01 binding/included context; Инвариант: данные не смешиваются"
DC-M05-CAN-0049,M05,participant,PRIMARY_BORROWER,participant.primary_borrower,,,,TRUE,,,M05,Обязательный participant из M01; не создаётся параллельно в M05. | Собственные identity/consent/employment/income/assets/commitments/snapshots.,Обязательный participant из M01; не создаётся параллельно в M05. | Собственные identity/consent/employment/income/assets/commitments/snapshots.,,,,,M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§7 Participant / household,SRC-DOC-M05-I-00082,Объект / поле: PRIMARY_BORROWER; Правило: Обязательный participant из M01; не создаётся параллельно в M05.; Owner / isolation: Собственные identity/consent/employment/income/assets/commitments/snapshots.
