extract_id,document_id,module_id,source_document,source_version,source_section,source_type,source_order,raw_text,table_name,row_or_item,notes
SRC-DOC-M03-P-00797,DOC-M03-P,M03,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§21.2 MUST,PARAGRAPH,396,MUST пройти CH-001…CH-090.,,paragraph:396,style=Normal
SRC-DOC-M03-P-00798,DOC-M03-P,M03,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§21.3 MUST NOT,HEADING,397,21.3. MUST NOT,,paragraph:397,style=Heading 2
SRC-DOC-M03-P-00799,DOC-M03-P,M03,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§21.3 MUST NOT,PARAGRAPH,398,MUST NOT называть печатную/сканированную копию подлинной без proof;,,paragraph:398,style=Normal
SRC-DOC-M03-P-00800,DOC-M03-P,M03,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§21.3 MUST NOT,PARAGRAPH,399,MUST NOT переводить confidence в бизнес-истину;,,paragraph:399,style=Normal
SRC-DOC-M03-P-00801,DOC-M03-P,M03,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§21.3 MUST NOT,PARAGRAPH,400,MUST NOT объединять долги/заявки/запросы по fuzzy similarity без evidence;,,paragraph:400,style=Normal
SRC-DOC-M03-P-00802,DOC-M03-P,M03,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§21.3 MUST NOT,PARAGRAPH,401,MUST NOT суммировать predecessor и successor при уступке;,,paragraph:401,style=Normal
SRC-DOC-M03-P-00803,DOC-M03-P,M03,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§21.3 MUST NOT,PARAGRAPH,402,MUST NOT считать лимит карты текущим остатком;,,paragraph:402,style=Normal
SRC-DOC-M03-P-00804,DOC-M03-P,M03,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§21.3 MUST NOT,PARAGRAPH,403,MUST NOT считать lifetime DPD текущей просрочкой;,,paragraph:403,style=Normal
SRC-DOC-M03-P-00805,DOC-M03-P,M03,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§21.3 MUST NOT,PARAGRAPH,404,MUST NOT стирать историю из-за rehabilitation/closure;,,paragraph:404,style=Normal
SRC-DOC-M03-P-00806,DOC-M03-P,M03,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§21.3 MUST NOT,PARAGRAPH,405,MUST NOT заменять UNKNOWN нулём;,,paragraph:405,style=Normal
SRC-DOC-M03-P-00807,DOC-M03-P,M03,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§21.3 MUST NOT,PARAGRAPH,406,"MUST NOT выводить bank verdict, банковый КДН или CASA good/bad score;",,paragraph:406,style=Normal
SRC-DOC-M03-P-00808,DOC-M03-P,M03,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§21.3 MUST NOT,PARAGRAPH,407,MUST NOT использовать credentials/ЭЦП клиента или неподтверждённый public API.,,paragraph:407,style=Normal
SRC-DOC-M03-P-00809,DOC-M03-P,M03,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§21.4 Definition of Done,HEADING,408,21.4. Definition of Done,,paragraph:408,style=Heading 2
SRC-DOC-M03-P-00810,DOC-M03-P,M03,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§21.4 Definition of Done,PARAGRAPH,409,"Блок готов к production, когда одновременно:",,paragraph:409,style=Normal
SRC-DOC-M03-P-00811,DOC-M03-P,M03,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§21.4 Definition of Done,PARAGRAPH,410,реализованы сущности §8 и versioned migrations;,,paragraph:410,style=Normal
SRC-DOC-M03-P-00812,DOC-M03-P,M03,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§21.4 Definition of Done,PARAGRAPH,411,FCB full report template закрыт gold dataset и drift detection;,,paragraph:411,style=Normal
SRC-DOC-M03-P-00813,DOC-M03-P,M03,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§21.4 Definition of Done,PARAGRAPH,412,"regression-fixture даёт exact итоги §5.2, §11.2 и §11.3;",,paragraph:412,style=Normal
SRC-DOC-M03-P-00814,DOC-M03-P,M03,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§21.4 Definition of Done,PARAGRAPH,413,"chain 1705551 даёт 2 source rows и 1 lineage, current balance 0, max DPD 1 919;",,paragraph:413,style=Normal
SRC-DOC-M03-P-00815,DOC-M03-P,M03,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§21.4 Definition of Done,PARAGRAPH,414,все 15 reconciliation checks имеют automated tests и evidence;,,paragraph:414,style=Normal
SRC-DOC-M03-P-00816,DOC-M03-P,M03,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§21.4 Definition of Done,PARAGRAPH,415,"UI реализует состояния §14.3, keyboard navigation и не полагается только на цвет;",,paragraph:415,style=Normal
SRC-DOC-M03-P-00817,DOC-M03-P,M03,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§21.4 Definition of Done,PARAGRAPH,416,corrections/merge/split аудируемы и обратимы;,,paragraph:416,style=Normal
SRC-DOC-M03-P-00818,DOC-M03-P,M03,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§21.4 Definition of Done,PARAGRAPH,417,snapshot hash/replay воспроизводят каждую metric;,,paragraph:417,style=Normal
SRC-DOC-M03-P-00819,DOC-M03-P,M03,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§21.4 Definition of Done,PARAGRAPH,418,"tenant isolation, ACL, consent, encryption, logging redaction, malware isolation, JIT support и retention прошли security tests;",,paragraph:418,style=Normal
SRC-DOC-M03-P-00820,DOC-M03-P,M03,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§21.4 Definition of Done,PARAGRAPH,419,CH-001…CH-090 проходят в CI;,,paragraph:419,style=Normal
SRC-DOC-M03-P-00821,DOC-M03-P,M03,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§21.4 Definition of Done,PARAGRAPH,420,"OQ-01, OQ-02, OQ-03, OQ-05, OQ-16, OQ-17, OQ-18 закрыты письменно; OQ-04 либо закрыт, либо manual-only зафиксирован;",,paragraph:420,style=Normal
SRC-DOC-M03-P-00822,DOC-M03-P,M03,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§21.4 Definition of Done,PARAGRAPH,421,новые report templates остаются за feature flags до своего gold set;,,paragraph:421,style=Normal
SRC-DOC-M03-P-00823,DOC-M03-P,M03,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§21.4 Definition of Done,PARAGRAPH,422,"в коде, UI, exports и analytics нет лейблов «хорошая/плохая КИ» и банковых вердиктов.",,paragraph:422,style=Normal
SRC-DOC-M03-P-00824,DOC-M03-P,M03,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,§21.4 Definition of Done,PARAGRAPH,423,"Приёмочная формула: CASA доказует, какой факт из какого места ПКО попал в какой расчёт, как были разрешены дубли и неопределённости. Она не доказывает и не обещает решение банка.",,paragraph:423,style=Normal
SRC-DOC-M03-P-00825,DOC-M03-P,M03,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,Section 1 headers,HEADER,100001.0,CASA Pro  /  CREDIT HISTORY ENGINE  /  PRODUCTION SPEC 1.0,,headers:0,
SRC-DOC-M03-P-00826,DOC-M03-P,M03,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,2026-08-21,Section 1 footers,FOOTER,100001.0,Версия 1.0  ·  проверено 21.08.2026  ·  стр. 1 из 1,,footers:0,
SRC-DOC-M03-I-00001,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Document front matter,PARAGRAPH,,CASA PRO  •  МОДУЛЬ 03,,paragraph:0,style=Normal
SRC-DOC-M03-I-00002,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Document front matter,PARAGRAPH,1,КРЕДИТНАЯ ИСТОРИЯ,,paragraph:1,style=Normal
SRC-DOC-M03-I-00003,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Document front matter,PARAGRAPH,2,Implementation & Acceptance v1.1,,paragraph:2,style=Normal
SRC-DOC-M03-I-00004,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Document front matter,PARAGRAPH,3,"Практическое задание разработчику, дизайнеру и QA",,paragraph:3,style=Normal
SRC-DOC-M03-I-00005,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Document front matter,TABLE_ROW,4.0,"[""ГЛАВНЫЙ РЕЗУЛЬТАТ  Вручную загруженный PDF превращается в доказуемый, проверенный и неизменяемый снимок текущих обязательств и кредитной истории. Модуль показывает факты и качество данных, но не решение банка.""]",Document front matter,table:1:row:0,"headers=[""ГЛАВНЫЙ РЕЗУЛЬТАТ  Вручную загруженный PDF превращается в доказуемый, проверенный и неизменяемый снимок текущих обязательств и кредитной истории. Модуль показывает факты и качество данных, но не решение банка.""]"
SRC-DOC-M03-I-00006,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Document front matter,TABLE_HEADER,6.0,"[""Параметр"",""Значение""]",Document front matter,table:2:row:0,"headers=[""Параметр"",""Значение""]"
SRC-DOC-M03-I-00007,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Document front matter,TABLE_ROW,6.1,"[""Документ"",""M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1""]",Document front matter,table:2:row:1,"headers=[""Параметр"",""Значение""]"
SRC-DOC-M03-I-00008,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Document front matter,TABLE_ROW,6.2,"[""Версия / дата"",""1.1 / 22.08.2026""]",Document front matter,table:2:row:2,"headers=[""Параметр"",""Значение""]"
SRC-DOC-M03-I-00009,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Document front matter,TABLE_ROW,6.3,"[""Релиз"",""CASA Pro 1.0""]",Document front matter,table:2:row:3,"headers=[""Параметр"",""Значение""]"
SRC-DOC-M03-I-00010,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Document front matter,TABLE_ROW,6.4,"[""Владелец продукта"",""Алибек, CEO CASA Pro""]",Document front matter,table:2:row:4,"headers=[""Параметр"",""Значение""]"
SRC-DOC-M03-I-00011,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Document front matter,TABLE_ROW,6.5,"[""Исполнитель"",""Даулет / команда разработки""]",Document front matter,table:2:row:5,"headers=[""Параметр"",""Значение""]"
SRC-DOC-M03-I-00012,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Document front matter,TABLE_ROW,6.6,"[""Статус"",""APPROVED IMPLEMENTATION BASELINE после согласования владельцем""]",Document front matter,table:2:row:6,"headers=[""Параметр"",""Значение""]"
SRC-DOC-M03-I-00013,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Document front matter,TABLE_ROW,6.7,"[""Управляет"",""Реализацией, UI и приёмкой только модуля 03""]",Document front matter,table:2:row:7,"headers=[""Параметр"",""Значение""]"
SRC-DOC-M03-I-00014,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Document front matter,TABLE_ROW,6.8,"[""Не заменяет"",""Credit History Production Spec и Acceptance Matrix v1.1""]",Document front matter,table:2:row:8,"headers=[""Параметр"",""Значение""]"
SRC-DOC-M03-I-00015,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Document front matter,PARAGRAPH,8,"Правило: если этот документ короче глубокой спецификации, это не отменяет её MUST/MUST NOT, regression tests или release gates.",,paragraph:8,style=Normal
SRC-DOC-M03-I-00016,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Document front matter,PARAGRAPH,10,УПРАВЛЕНИЕ МОДУЛЕМ,,paragraph:10,style=Normal
SRC-DOC-M03-I-00017,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§1 Паспорт,HEADING,11,1. Паспорт,,paragraph:11,style=Heading 1
SRC-DOC-M03-I-00018,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§1 Паспорт,TABLE_HEADER,12.0,"[""Поле"",""Решение""]",1. Паспорт,table:3:row:0,"headers=[""Поле"",""Решение""]"
SRC-DOC-M03-I-00019,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§1 Паспорт,TABLE_ROW,12.1,"[""Назначение"",""Однозначно перевести утверждённые правила M03 в задачи backend, parser, frontend и QA.""]",1. Паспорт,table:3:row:1,"headers=[""Поле"",""Решение""]"
SRC-DOC-M03-I-00020,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§1 Паспорт,TABLE_ROW,12.2,"[""Вход"",""PDF персонального кредитного отчёта, вручную загруженный пользователем при действующем согласии.""]",1. Паспорт,table:3:row:2,"headers=[""Поле"",""Решение""]"
SRC-DOC-M03-I-00021,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§1 Паспорт,TABLE_ROW,12.3,"[""Выход"",""Неизменяемый credit_history_snapshot с текущим и историческим профилями, качеством, UNKNOWN и evidence.""]",1. Паспорт,table:3:row:3,"headers=[""Поле"",""Решение""]"
SRC-DOC-M03-I-00022,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§1 Паспорт,TABLE_ROW,12.4,"[""Основной шаблон v1"",""Полный персональный кредитный отчёт ПКБ, покрытый fixture FX-CH-REG-001.""]",1. Паспорт,table:3:row:4,"headers=[""Поле"",""Решение""]"
SRC-DOC-M03-I-00023,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§1 Паспорт,TABLE_ROW,12.5,"[""Владелец решения"",""MASTER задаёт границы; Production Spec — технические правила; Acceptance Matrix — объективный PASS/FAIL/BLOCKED.""]",1. Паспорт,table:3:row:5,"headers=[""Поле"",""Решение""]"
SRC-DOC-M03-I-00024,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§2 Назначение модуля,HEADING,14,2. Назначение модуля,,paragraph:14,style=Heading 1
SRC-DOC-M03-I-00025,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§2 Назначение модуля,PARAGRAPH,15,"Модуль принимает документ, проверяет его, извлекает напечатанные факты с доказательствами, сохраняет каждую исходную запись, строит канонические линии долга, разделяет текущую нагрузку и историю, закрывает критичные вопросы с участием брокера и публикует воспроизводимый снимок.",,paragraph:15,style=Normal
SRC-DOC-M03-I-00026,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§2 Назначение модуля,TABLE_ROW,16.0,"[""НЕ ЕГО РЕШЕНИЕ  Модуль не определяет, подходит ли клиент банку, не считает банковский КДН, не выбирает ипотечную программу, не присваивает оценку «хорошая/плохая КИ» и не создаёт CASA Score.""]",2. Назначение модуля,table:4:row:0,"headers=[""НЕ ЕГО РЕШЕНИЕ  Модуль не определяет, подходит ли клиент банку, не считает банковский КДН, не выбирает ипотечную программу, не присваивает оценку «хорошая/плохая КИ» и не создаёт CASA Score.""]"
SRC-DOC-M03-I-00027,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§3 Источники истины,HEADING,18,3. Источники истины,,paragraph:18,style=Heading 1
SRC-DOC-M03-I-00028,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§3 Источники истины,TABLE_HEADER,19.0,"[""Приоритет"",""Источник"",""Что определяет""]",3. Источники истины,table:5:row:0,"headers=[""Приоритет"",""Источник"",""Что определяет""]"
SRC-DOC-M03-I-00029,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§3 Источники истины,TABLE_ROW,19.1,"[""1"",""00_CASA_Pro_MASTER_v1.2(1).docx"",""Scope, пользовательские границы, язык интерфейса, неизменяемость снимков, правило UNKNOWN.""]",3. Источники истины,table:5:row:1,"headers=[""Приоритет"",""Источник"",""Что определяет""]"
SRC-DOC-M03-I-00030,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§3 Источники истины,TABLE_ROW,19.2,"[""2"",""2. CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21.docx"",""Модель данных, алгоритмы, поля, статусы, MUST/MUST NOT, fixture, CH-001…CH-090 и Definition of Done.""]",3. Источники истины,table:5:row:2,"headers=[""Приоритет"",""Источник"",""Что определяет""]"
SRC-DOC-M03-I-00031,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§3 Источники истины,TABLE_ROW,19.3,"[""3"",""01_CASA_Pro_ACCEPTANCE_MATRIX_v1.1(1).xlsx"",""Приёмочные строки M03, BUG-CH-001, FX-CH-REG-001 и release gates RG3/RG7/RG8/RG9/RG11/RG12.""]",3. Источники истины,table:5:row:3,"headers=[""Приоритет"",""Источник"",""Что определяет""]"
SRC-DOC-M03-I-00032,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§3 Источники истины,TABLE_ROW,19.4,"[""4"",""Текущая реализация"",""Только объект проверки; не источник требований.""]",3. Источники истины,table:5:row:4,"headers=[""Приоритет"",""Источник"",""Что определяет""]"
SRC-DOC-M03-I-00033,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§3 Источники истины,PARAGRAPH,21,Ссылки в документе указывают на разделы Production Spec и существующие Acceptance Test IDs. Новые правила здесь не создаются.,,paragraph:21,style=Normal
SRC-DOC-M03-I-00034,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§3 Источники истины,PARAGRAPH,23,ГРАНИЦЫ РЕАЛИЗАЦИИ,,paragraph:23,style=Normal
SRC-DOC-M03-I-00035,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§4 Scope / Not Scope,HEADING,24,4. Scope / Not Scope,,paragraph:24,style=Heading 1
SRC-DOC-M03-I-00036,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Входит в M03 релиза 1.0,HEADING,25,Входит в M03 релиза 1.0,,paragraph:25,style=Heading 2
SRC-DOC-M03-I-00037,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Входит в M03 релиза 1.0,PARAGRAPH,26,"проверка согласия, tenant/case/participant access и ручная загрузка PDF;",,paragraph:26,style=List Bullet
SRC-DOC-M03-I-00038,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Входит в M03 релиза 1.0,PARAGRAPH,27,"техническая проверка файла, неизменяемый оригинал, SHA-256, версии и безопасная обработка;",,paragraph:27,style=List Bullet
SRC-DOC-M03-I-00039,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Входит в M03 релиза 1.0,PARAGRAPH,28,"определение издателя, типа, даты, страниц и поддержанного шаблона;",,paragraph:28,style=List Bullet
SRC-DOC-M03-I-00040,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Входит в M03 релиза 1.0,PARAGRAPH,29,"text-first extraction, выборочный OCR, поля с raw/normalized/presence/evidence;",,paragraph:29,style=List Bullet
SRC-DOC-M03-I-00041,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Входит в M03 релиза 1.0,PARAGRAPH,30,"исходные договорные записи, активные/закрытые обязательства, карты, заявки, запросы, события;",,paragraph:30,style=List Bullet
SRC-DOC-M03-I-00042,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Входит в M03 релиза 1.0,PARAGRAPH,31,"канонические линии долга, доказанные уступки, безопасная дедупликация и ручное решение неоднозначностей;",,paragraph:31,style=List Bullet
SRC-DOC-M03-I-00043,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Входит в M03 релиза 1.0,PARAGRAPH,32,current_debt_profile и historical_credit_profile без банковской интерпретации;,,paragraph:32,style=List Bullet
SRC-DOC-M03-I-00044,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Входит в M03 релиза 1.0,PARAGRAPH,33,"проверка критичных значений, исправления с причиной, сверка, аудит и versioned snapshot;",,paragraph:33,style=List Bullet
SRC-DOC-M03-I-00045,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Входит в M03 релиза 1.0,PARAGRAPH,34,"русский пользовательский интерфейс и технические состояния, переведённые на человеческий язык;",,paragraph:34,style=List Bullet
SRC-DOC-M03-I-00046,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Входит в M03 релиза 1.0,PARAGRAPH,35,regression suite CH-001…CH-090 и связанные строки Acceptance Matrix v1.1.,,paragraph:35,style=List Bullet
SRC-DOC-M03-I-00047,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Не входит,HEADING,36,Не входит,,paragraph:36,style=Heading 2
SRC-DOC-M03-I-00048,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Не входит,TABLE_HEADER,37.0,"[""Не реализовывать в M03"",""Граница""]",Не входит,table:6:row:0,"headers=[""Не реализовывать в M03"",""Граница""]"
SRC-DOC-M03-I-00049,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Не входит,TABLE_ROW,37.1,"[""Получение КИ через API"",""На стадии 1.x PDF загружает пользователь. Будущая интеграция — отдельное решение.""]",Не входит,table:6:row:1,"headers=[""Не реализовывать в M03"",""Граница""]"
SRC-DOC-M03-I-00050,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Не входит,TABLE_ROW,37.2,"[""Банковские правила и КДН"",""Карта, платёж и история передаются как факты; банк трактует их позже.""]",Не входит,table:6:row:2,"headers=[""Не реализовывать в M03"",""Граница""]"
SRC-DOC-M03-I-00051,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Не входит,TABLE_ROW,37.3,"[""Вердикт или вероятность"",""Нет «одобрит/откажет», риска, eligibility, CASA Score.""]",Не входит,table:6:row:3,"headers=[""Не реализовывать в M03"",""Граница""]"
SRC-DOC-M03-I-00052,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Не входит,TABLE_ROW,37.4,"[""Доход, пенсионные, ИИН"",""Это другие модули; M03 не дублирует их функции.""]",Не входит,table:6:row:4,"headers=[""Не реализовывать в M03"",""Граница""]"
SRC-DOC-M03-I-00053,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Не входит,TABLE_ROW,37.5,"[""Недвижимость и сделки"",""Застройщики, ЖК, квартиры, подбор, брони, комиссии — вне scope.""]",Не входит,table:6:row:5,"headers=[""Не реализовывать в M03"",""Граница""]"
SRC-DOC-M03-I-00054,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Не входит,TABLE_ROW,37.6,"[""Новые шаблоны без gold set"",""Остаются SAMPLE_REQUIRED/feature flag; closest-template guessing запрещён.""]",Не входит,table:6:row:6,"headers=[""Не реализовывать в M03"",""Граница""]"
SRC-DOC-M03-I-00055,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,Не входит,PARAGRAPH,40,ПУТЬ БРОКЕРА,,paragraph:40,style=Normal
SRC-DOC-M03-I-00056,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§5 Пользовательский путь,HEADING,41,5. Пользовательский путь,,paragraph:41,style=Heading 1
SRC-DOC-M03-I-00057,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§5 Пользовательский путь,TABLE_HEADER,42.0,"[""Шаг"",""Что видит/делает брокер"",""Что делает система"",""Состояние"",""Блокер""]",5. Пользовательский путь,table:7:row:0,"headers=[""Шаг"",""Что видит/делает брокер"",""Что делает система"",""Состояние"",""Блокер""]"
SRC-DOC-M03-I-00058,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§5 Пользовательский путь,TABLE_ROW,42.1,"[""1. Нет документа"",""Видит: «Загрузите ПКО, полученный клиентом»."",""Проверяет consent и доступ."",""NOT_UPLOADED"",""Нет consent/прав.""]",5. Пользовательский путь,table:7:row:1,"headers=[""Шаг"",""Что видит/делает брокер"",""Что делает система"",""Состояние"",""Блокер""]"
SRC-DOC-M03-I-00059,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§5 Пользовательский путь,TABLE_ROW,42.2,"[""2. Загрузка"",""Выбирает PDF; видит прогресс."",""Выдаёт одноразовый grant, принимает в quarantine, считает hash."",""UPLOADING"",""Токен, размер, тип.""]",5. Пользовательский путь,table:7:row:2,"headers=[""Шаг"",""Что видит/делает брокер"",""Что делает система"",""Состояние"",""Блокер""]"
SRC-DOC-M03-I-00060,DOC-M03-I,M03,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,1.1,§5 Пользовательский путь,TABLE_ROW,42.3,"[""3. Техпроверка"",""«Проверяем файл»."",""MIME, шифрование, malware, active content, целостность, страницы."",""QUARANTINED"",""Corrupt, password, malware, missing page.""]",5. Пользовательский путь,table:7:row:3,"headers=[""Шаг"",""Что видит/делает брокер"",""Что делает система"",""Состояние"",""Блокер""]"
